,age,attrition,businesstravel,dailyrate,department,education,educationfield,employeecount,employeenumber,distancefromhome(miles)
1524,57,No,travel_rarely,696.94,,4,medical,1,1525,1
1525,21,No,,290.04,,2,,1,1526,9
1526,31,No,travel_rarely,274.13,,4,life sciences,1,1527,9
1527,29,No,,290.04,research & development,3,,1,1528,23
1528,27,No,travel_rarely,290.04,,2,,1,1529,1
1529,49,No,travel_rarely,1131.31,,3,other,1,1530,7
1530,36,No,travel_rarely,262.37,,3,,1,1531,2
1531,34,Yes,non-travel,547.24,,3,marketing,1,1532,37
1532,24,No,,556.26,,4,marketing,1,1533,32
1533,42,No,,290.04,,4,,1,1534,1
1534,54,No,,2002.21,,2,medical,1,1535,5
1535,34,No,,674.56,,4,,1,1536,4
1536,43,No,,232.97,,3,,1,1537,21
1537,43,No,travel_rarely,556.26,,4,other,1,1538,8
1538,31,No,travel_rarely,228.84,,2,,1,1539,1
1539,25,Yes,travel_rarely,290.04,,3,medical,1,1540,3
1540,45,No,,273.83,,2,life sciences,1,1541,10
1541,45,No,travel_rarely,1582.77,,2,medical,1,1542,33
1542,47,Yes,non-travel,1032.49,,4,life sciences,1,1543,29
1543,35,No,,1032.49,,3,life sciences,1,1544,38
1544,29,No,travel_frequently,556.26,,2,,1,1545,2
1545,55,No,travel_rarely,556.26,research & development,2,technical degree,1,1546,17
1546,26,Yes,travel_rarely,601.3,,4,,1,1547,4
1547,31,No,travel_rarely,556.26,,3,technical degree,1,1548,7
1548,43,No,travel_frequently,253.29,,4,life sciences,1,1549,10
1549,31,No,travel_rarely,556.26,,3,marketing,1,1550,7
1550,32,No,,521.55,,4,medical,1,1551,2
1551,33,No,,483.06,,3,,1,1552,10
1552,43,No,travel_frequently,542.39,research & development,4,life sciences,1,1553,30
1553,29,Yes,travel_rarely,218.63,,4,,1,1554,8
1554,27,No,,556.26,sales,4,,1,1555,12
1555,29,No,travel_rarely,556.26,,1,,1,1556,10
1556,37,No,,616.37,,3,medical,1,1557,6
1557,26,No,travel_rarely,556.26,,3,,1,1558,1
1558,40,No,travel_rarely,290.04,,4,life sciences,1,1559,10
1559,41,Yes,,556.26,,3,,1,1560,4
1560,51,No,travel_rarely,556.26,,2,,1,1561,31
1561,37,No,,313.03,,3,,1,1562,14
1562,56,No,,1363.14,,3,life sciences,1,1563,6
1563,41,No,travel_rarely,865.84,sales,3,marketing,1,1564,1
1564,46,No,,556.26,,3,medical,1,1565,18
1565,30,No,non-travel,290.04,,3,,1,1566,2
1566,35,No,travel_rarely,1032.49,,3,life sciences,1,1567,16
1567,48,No,travel_rarely,417.96,,5,,1,1568,2
1568,45,No,travel_rarely,495.75,,3,other,1,1569,2
1569,26,Yes,travel_frequently,282.8,,4,life sciences,1,1570,17
1570,41,No,,556.26,,4,other,1,1571,2
1571,34,No,,550.64,,4,,1,1572,21
1572,31,No,travel_rarely,556.26,,4,medical,1,1573,29
1573,43,No,travel_frequently,556.26,,5,,1,1574,9
1574,53,No,,556.26,sales,1,,1,1575,1
1575,37,No,travel_rarely,973.35,,3,other,1,1576,3
1576,54,No,,1032.49,,4,,1,1577,24
1577,38,No,travel_rarely,556.26,sales,4,marketing,1,1578,7
1578,29,No,,290.04,research & development,4,life sciences,1,1579,1
1579,34,No,,1032.49,,3,medical,1,1580,9
1580,39,No,,556.26,,4,technical degree,1,1581,2
1581,32,No,,556.73,,3,marketing,1,1582,10
1582,38,No,travel_rarely,556.26,,4,life sciences,1,1583,1
1583,27,No,travel_rarely,1032.49,,2,life sciences,1,1584,1
1584,32,No,travel_rarely,1151.33,,2,life sciences,1,1585,3
1585,47,No,,511.75,,4,marketing,1,1586,14
1586,27,No,travel_frequently,907.21,,2,,1,1587,10
1587,41,No,,1979.82,,3,,1,1588,1
1588,28,Yes,,228.63,research & development,2,,1,1589,1
1589,36,No,,1208.48,research & development,3,,1,1590,8
1590,30,No,,547.24,,5,marketing,1,1591,35
1591,56,No,travel_rarely,1145.55,,3,,1,1592,9
1592,45,No,travel_rarely,684.25,,2,,1,1593,2
1593,36,No,non-travel,782.79,,4,,1,1594,8
1594,29,No,,447.26,,3,medical,1,1595,27
1595,38,No,,616.98,,4,life sciences,1,1596,2
1596,40,No,,437.87,,2,medical,1,1597,2
1597,42,No,travel_frequently,1973.98,,3,,1,1598,8
1598,36,No,travel_rarely,539.4,,3,other,1,1599,1
1599,29,No,travel_rarely,278.57,,2,,1,1600,23
1600,55,Yes,,556.26,,1,medical,1,1601,2
1601,28,No,,556.26,sales,4,,1,1602,43
1602,26,Yes,,244.11,,2,medical,1,1603,5
1603,44,No,,290.04,,2,,1,1604,9
1604,41,Yes,,290.04,research & development,4,life sciences,1,1605,2
1605,31,No,travel_rarely,240.29,,4,,1,1606,7
1606,26,No,travel_frequently,443.03,sales,3,medical,1,1607,1
1607,31,No,,556.26,,3,medical,1,1608,12
1608,32,No,,693.85,,4,medical,1,1609,3
1609,36,Yes,travel_rarely,1065.28,,1,life sciences,1,1610,3
1610,45,No,non-travel,458.82,,2,,1,1611,4
1611,39,No,travel_rarely,1032.49,,5,,1,1612,13
1612,36,No,non-travel,556.26,,4,technical degree,1,1613,8
1613,46,No,,1118.93,,2,medical,1,1614,7
1614,35,No,,1032.49,,5,life sciences,1,178,18
1615,59,No,travel_rarely,290.04,human resources,2,medical,1,853,6
1616,30,No,travel_rarely,1032.49,,3,,1,112,5
1617,34,Yes,travel_rarely,556.26,,4,,1,159,24
1618,47,No,,290.04,,4,life sciences,1,969,2
1619,24,No,travel_rarely,429.41,,1,,1,633,4
1620,21,Yes,travel_rarely,290.04,research & development,1,other,1,1339,18
1621,50,No,,290.04,,4,marketing,1,932,8
1622,51,No,travel_rarely,556.26,,3,medical,1,1179,35
1623,36,No,travel_rarely,556.26,sales,4,,1,168,14
1624,31,No,travel_rarely,456.44,,4,,1,271,8
1625,58,Yes,travel_rarely,255.77,,3,,1,1349,2
1626,50,No,,1874.89,,3,,1,672,47
1627,32,No,travel_rarely,290.04,,4,,1,1158,29
1628,31,Yes,travel_frequently,290.04,,3,,1,1393,2
1629,37,No,,1032.49,,3,,1,191,11
1630,47,Yes,non-travel,1032.49,,4,life sciences,1,300,10
1631,28,No,travel_rarely,290.04,,3,,1,864,9
1632,29,No,,410.94,,5,other,1,878,9
1633,29,No,,447.26,,3,medical,1,352,27
1634,35,No,,1032.49,,3,,1,293,1
1635,24,No,,209.75,,2,,1,1402,13
1636,24,No,,290.04,research & development,2,technical degree,1,1212,24
1637,35,No,travel_rarely,1032.49,,3,life sciences,1,1567,16
1638,48,No,travel_rarely,417.96,,5,,1,1568,2
1639,31,Yes,travel_frequently,290.04,research & development,3,life sciences,1,1056,2
1640,31,No,travel_rarely,556.26,sales,1,life sciences,1,532,2
1641,25,No,,333.15,,3,,1,1048,1
1642,26,Yes,travel_rarely,601.3,,4,,1,304,45
1643,57,No,travel_rarely,696.94,,4,medical,1,1525,1
1644,50,No,,290.04,,1,medical,1,203,28
1645,58,Yes,travel_rarely,1032.49,,4,medical,1,1474,23
1646,35,No,,201.29,research & development,2,other,1,1235,4
1647,34,Yes,non-travel,547.24,,3,marketing,1,1532,37
1648,51,Yes,travel_frequently,1098.81,,4,,1,828,16
1649,29,No,travel_rarely,1032.49,,4,life sciences,1,108,21
1650,31,Yes,,237.51,,3,,1,1030,1
1651,36,No,,670.53,,3,,1,526,11
1652,36,No,,610.17,,2,,1,61,5
1653,56,No,,1032.49,,3,,1,564,13
1654,49,No,travel_rarely,686.21,research & development,4,,1,1060,5
1655,45,No,,1003.27,,3,life sciences,1,1243,7
1656,41,No,,1712.18,,5,,1,9,2
1657,45,No,travel_rarely,495.75,,3,other,1,1569,2
1658,36,No,travel_rarely,313.44,research & development,3,life sciences,1,1245,6
1659,43,No,travel_rarely,365.13,,3,life sciences,1,1499,2
1660,36,Yes,travel_rarely,290.04,,4,life sciences,1,663,9
1661,18,Yes,,290.04,,1,,1,1370,8
1662,24,No,,277.95,,3,life sciences,1,1326,9
1663,30,No,,220.9,,3,,1,644,7
1664,55,No,travel_rarely,1964.96,,3,medical,1,1477,1
1665,34,No,travel_rarely,528.36,,5,life sciences,1,1324,8
1666,22,No,,556.26,,2,life sciences,1,958,1
1667,41,No,travel_rarely,556.26,research & development,2,life sciences,1,1268,19
1668,33,No,,556.26,,3,,1,755,25
1669,33,No,travel_rarely,356.16,,1,life sciences,1,977,13
1670,48,No,,233.07,,4,medical,1,1342,20
1671,31,No,,556.26,,3,medical,1,1608,12
1672,39,No,travel_rarely,1032.49,,5,,1,369,2
1673,43,No,,488.94,,3,medical,1,824,26
1674,47,No,,1973.98,,4,,1,1087,26
1675,29,No,travel_rarely,290.04,,3,,1,528,15
1676,47,No,travel_rarely,1032.49,,3,life sciences,1,76,4
1677,32,No,,556.26,,2,life sciences,1,401,2
