,age,attrition,businesstravel,dailyrate,department,distancefromhome,education,educationfield,employeecount,employeenumber,environmentsatisfaction,gender,hourlyrate,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome,monthlyrate,numcompaniesworked,over18,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,standardhours,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearsincurrentrole,yearssincelastpromotion,yearswithcurrmanager,sameasmonthlyincome,datebirth,salary,roledepartament,numberchildren,remotework
1296,38,no,travel_frequently,175.6,,2,2,,1,1297,4,male,,3,1,laboratory technician,4,married,1418.33,3687.67,1,y,yes,23,4,3,part time,1,,3,3,1,,0,0,1418.33,1985,17020.00,,,no
1297,19,yes,,264.54,,2,2,technical degree,1,1298,1,male,33.06746031746032,2,1,human resources,4,single,2136.67,5555.33,1,y,no,12,3,3,part time,0,1,3,4,1,,0,0,2136.67,2004,25640.00,,,yes
1298,57,no,travel_rarely,1582.77,,29,3,,1,1299,1,male,,2,4,manager,4,divorced,,33238.2,3,y,no,12,3,3,full time,1,,3,2,1,,0,0,,1966,153407.07,,,yes
1299,47,no,travel_rarely,523.1,,2,2,medical,1,1300,1,female,,3,2,manufacturing director,4,,,10985.0,5,y,,13,,3,part time,3,20,2,3,5,,0,4,,1976,50700.00,,,yes
1300,54,no,travel_rarely,390.0,,8,4,life sciences,1,1301,3,female,,3,2,laboratory technician,3,single,3150.0,8190.0,7,y,,11,3,3,part time,0,,3,3,1,,0,0,3150.00,1969,37800.00,,,no
1301,31,yes,travel_frequently,1013.59,,42,3,,1,1302,4,male,126.6984126984127,3,3,healthcare representative,3,,,21285.33,3,y,no,12,3,1,part time,0,12,2,3,1,,0,0,,1992,98240.00,,,yes
1302,18,yes,travel_frequently,193.76,,5,3,marketing,1,1303,2,male,,3,1,sales representative,2,,,4069.0,1,y,yes,14,3,4,part time,0,,3,3,0,,0,0,,2005,18780.00,,,no
1303,40,no,,1032.49,,28,3,other,1,1304,3,male,,1,3,sales executive,1,,,21682.23,3,y,no,15,3,3,part time,1,20,2,3,1,,0,1,,1983,100071.84,,,yes
1304,26,no,,556.26,,29,2,,1,1305,1,male,69.53208262471655,3,2,sales executive,3,,4492.84,11681.39,5,y,,12,3,1,part time,2,8,5,3,0,,0,0,4492.84,1997,53914.11,,,yes
1305,26,yes,travel_rarely,241.43,research & development,24,3,,1,1306,3,male,,1,1,laboratory technician,4,single,1950.0,5070.0,1,y,yes,18,3,2,,0,1,3,1,1,,0,0,1950.00,1997,,laboratory technician  -  research & development,,yes
1306,38,no,,556.26,,10,3,,1,1307,3,female,,3,2,healthcare representative,3,,4492.84,11681.39,3,y,no,19,3,3,,1,18,4,,1,,0,0,4492.84,1985,,,,yes
1307,24,no,,219.45,,17,2,other,1,1308,4,male,,2,1,laboratory technician,2,married,1772.5,4608.5,1,y,no,21,4,4,part time,1,1,2,3,1,,0,0,1772.50,1999,21270.00,,,yes
1308,30,yes,travel_frequently,209.75,,12,4,,1,1309,2,male,,2,1,sales representative,1,married,1694.17,4404.83,1,y,no,18,3,3,part time,1,1,2,4,1,,0,0,1694.17,1993,20330.00,,,yes
1309,37,no,travel_rarely,990.68,,2,3,marketing,1,1310,4,male,,3,2,sales executive,3,married,8001.67,20804.33,4,y,,11,3,3,full time,1,,3,2,3,,1,0,8001.67,1986,96020.00,,,no
1310,20,no,travel_rarely,290.04,research & development,1,3,life sciences,1,1311,4,female,,2,1,research scientist,2,,2342.59,6090.75,1,y,no,13,,4,part time,0,1,0,4,1,,0,0,2342.59,2003,28111.13,research scientist  -  research & development,,yes
1311,43,no,,1715.48,,14,4,other,1,1312,2,male,,2,4,research director,4,divorced,13855.83,36025.17,4,y,,14,3,3,full time,1,21,3,,1,,0,0,13855.83,1980,166270.00,,,no
1312,38,no,,290.04,,27,1,life sciences,1,1313,3,female,36.25443871706758,3,1,research scientist,1,,2342.59,6090.75,3,y,no,17,3,4,part time,0,8,3,2,0,,0,0,2342.59,1985,28111.13,,,yes
1313,33,no,,556.26,sales,8,4,marketing,1,1314,3,male,69.53208262471655,3,2,sales executive,3,divorced,4492.84,11681.39,0,y,,12,3,4,part time,0,6,3,3,5,,1,2,4492.84,1990,53914.11,sales executive  -  sales,,no
1314,30,no,,214.91,,3,3,,1,1315,3,female,26.864087301587304,3,1,research scientist,3,,1735.83,4513.17,1,y,no,20,4,3,part time,1,1,2,,1,,0,0,1735.83,1993,20830.00,,,no
1315,29,no,,556.26,sales,44,2,medical,1,1316,2,female,,3,2,sales executive,3,,4492.84,11681.39,1,y,no,14,3,1,part time,1,,5,2,6,,1,2,4492.84,1994,53914.11,sales executive  -  sales,,no
1316,20,yes,,104.1,,10,1,medical,1,1317,4,male,13.012896825396826,3,1,research scientist,3,single,84083.0,2186.17,1,y,,11,3,4,part time,0,,5,3,1,,1,1,84083,2003,10090.00,,,yes
1317,35,no,non-travel,290.04,,20,3,,1,1318,2,male,,2,1,laboratory technician,3,married,2342.59,6090.75,1,y,no,18,3,3,,2,1,3,3,1,,0,0,2342.59,1988,,,,no
1318,37,no,,290.04,,10,2,life sciences,1,1319,4,male,,4,1,research scientist,4,single,,6090.75,3,y,no,17,3,1,part time,0,,2,,1,,0,0,,1986,28111.13,,,yes
1319,38,no,,811.06,,1,3,,1,1320,3,female,101.38194444444446,3,3,manufacturing director,3,single,6550.83,17032.17,4,y,yes,14,,4,part time,0,10,4,,1,,0,0,6550.83,1985,78610.00,,,yes
1320,29,no,,272.59,,10,3,,1,1321,3,male,,3,1,sales representative,3,single,2201.67,5724.33,1,y,no,11,3,3,part time,0,1,6,,1,,0,0,2201.67,1994,26420.00,,,no
1321,35,no,,556.26,,2,4,,1,1322,4,female,,3,2,healthcare representative,1,divorced,4492.84,11681.39,2,y,no,11,3,1,part time,1,16,2,4,1,,0,0,4492.84,1988,53914.11,,,yes
1322,38,no,travel_rarely,290.04,,2,5,medical,1,1323,4,male,,3,1,research scientist,3,married,2342.59,6090.75,6,y,yes,13,3,2,,1,,0,1,1,,0,1,2342.59,1985,,,,yes
1323,34,no,travel_rarely,528.36,,8,5,life sciences,1,1324,2,female,,3,2,manufacturing director,1,,4267.5,11095.5,3,y,no,14,3,3,part time,1,,3,,0,,0,0,4267.50,1989,51210.00,,,yes
1324,23,yes,,290.04,,6,3,life sciences,1,1325,3,male,,4,1,laboratory technician,1,,2342.59,6090.75,1,y,yes,21,4,3,,2,1,2,3,0,,0,0,2342.59,2000,,,,no
1325,24,no,,277.95,,9,3,life sciences,1,1326,3,male,,2,1,laboratory technician,2,divorced,2245.0,5837.0,1,y,no,11,3,3,part time,3,,4,3,1,,0,0,2245.00,1999,26940.00,,,no
1326,29,yes,travel_rarely,290.04,,1,2,life sciences,1,1327,2,female,,2,1,laboratory technician,1,married,2342.59,6090.75,1,y,,11,3,4,part time,1,1,1,3,1,,0,0,2342.59,1994,28111.13,,,yes
1327,40,no,travel_frequently,525.57,,16,4,medical,1,1328,1,male,,2,2,laboratory technician,3,,4245.0,11037.0,6,y,no,14,3,4,part time,0,10,6,3,1,,0,0,4245.00,1983,50940.00,,,yes
1328,30,no,travel_rarely,556.26,research & development,2,3,,1,1329,3,female,,2,2,manufacturing director,4,single,4492.84,11681.39,5,y,,24,4,2,part time,0,12,4,2,0,,0,0,4492.84,1993,53914.11,manufacturing director  -  research & development,,yes
1329,45,no,,234.62,,2,3,,1,1330,2,female,29.32738095238096,2,1,research scientist,3,,,4927.0,1,y,no,14,3,4,part time,0,1,3,3,1,,0,0,,1978,22740.00,,,yes
1330,27,no,,290.04,,3,3,medical,1,1331,4,male,36.25443871706758,3,1,research scientist,4,married,2342.59,6090.75,1,y,,11,3,3,part time,3,0,6,2,0,,0,0,2342.59,1996,28111.13,,,yes
1331,37,no,,556.26,,16,4,marketing,1,1332,4,male,,2,2,sales executive,3,,,11681.39,4,y,,19,,4,part time,2,9,2,3,1,,0,0,,1986,53914.11,,,yes
1332,32,no,,238.75,,1,3,life sciences,1,1333,4,male,,3,1,laboratory technician,4,divorced,1928.33,5013.67,0,y,no,12,,2,part time,1,4,2,3,3,,0,2,1928.33,1991,23140.00,,,yes
1333,53,no,travel_rarely,1582.77,,8,3,marketing,1,1334,1,male,,3,4,sales executive,4,married,,33238.2,5,y,,14,3,3,full time,1,28,3,3,2,,2,2,,1970,153407.07,,,yes
1334,37,no,,1032.49,,19,2,,1,1335,1,male,,3,3,sales executive,2,single,,21682.23,1,y,yes,13,3,4,part time,0,,2,3,10,,0,9,,1986,100071.84,,,no
1335,32,yes,travel_rarely,290.04,,25,4,,1,1336,1,male,,3,1,laboratory technician,4,,2342.59,6090.75,1,y,,24,4,3,part time,0,1,2,1,1,,0,1,2342.59,1991,28111.13,,,yes
1336,58,yes,travel_frequently,245.56,,2,1,,1,1337,4,male,,2,1,laboratory technician,4,divorced,,5156.67,9,y,,14,3,4,part time,1,3,3,2,1,,0,0,,1965,23800.00,,,yes
1337,43,no,travel_rarely,556.26,,8,3,,1,1338,1,female,,3,2,manufacturing director,2,divorced,4492.84,11681.39,4,y,no,21,4,3,part time,1,4,2,4,1,,0,0,4492.84,1980,53914.11,,,no
1338,21,yes,travel_rarely,290.04,research & development,18,1,other,1,1339,4,female,,3,1,research scientist,4,single,2342.59,6090.75,1,y,no,19,,1,part time,0,,3,2,1,,0,0,2342.59,2002,28111.13,research scientist  -  research & development,,no
1339,34,no,,207.17,,48,3,life sciences,1,1340,4,male,,3,1,laboratory technician,2,,1673.33,4350.67,1,y,no,14,3,2,part time,2,1,3,3,1,,1,0,1673.33,1989,20080.00,,,yes
1340,58,no,,1088.7,,5,3,,1,1341,3,female,,2,3,healthcare representative,2,divorced,8793.33,22862.67,2,y,,13,,4,full time,1,24,3,3,6,,0,4,8793.33,1965,105520.00,,,no
1341,48,no,,233.07,,20,4,medical,1,1342,4,male,,3,1,research scientist,3,married,1882.5,4894.5,4,y,,17,3,1,part time,2,13,2,2,0,,0,0,1882.50,1975,22590.00,,,no
1342,32,no,non-travel,290.04,,1,3,life sciences,1,1343,3,female,,2,1,laboratory technician,2,married,2342.59,6090.75,6,y,no,20,,3,part time,0,5,3,3,3,,0,2,2342.59,1991,28111.13,,,yes
1343,25,yes,,248.96,,19,2,marketing,1,1344,3,male,,2,1,sales representative,2,married,,5228.17,1,y,yes,18,,3,part time,3,,2,3,1,,0,0,,1998,24130.00,,,no
1344,40,no,,1032.49,sales,10,4,marketing,1,1345,1,male,129.06091077207583,2,3,sales executive,2,divorced,8339.32,21682.23,2,y,no,12,3,2,part time,1,11,2,2,1,,0,0,8339.32,1983,100071.84,sales executive  -  sales,,yes
1345,19,yes,,218.83,,21,3,other,1,1346,4,male,27.354166666666668,2,1,sales representative,2,single,,4595.5,1,y,yes,13,3,2,part time,0,1,3,4,1,,0,0,,2004,21210.00,,,no
1346,20,yes,travel_rarely,290.04,research & development,4,3,technical degree,1,1347,1,male,,3,1,laboratory technician,1,single,2342.59,6090.75,1,y,,19,3,2,part time,0,1,2,3,1,,0,0,2342.59,2003,28111.13,laboratory technician  -  research & development,,no
1347,33,no,travel_rarely,556.26,,1,3,,1,1348,2,female,,2,2,healthcare representative,4,,4492.84,11681.39,0,y,,14,3,1,part time,0,6,3,3,5,,1,4,4492.84,1990,53914.11,,,yes
1348,58,yes,travel_rarely,255.77,,2,3,,1,1349,4,male,,3,1,research scientist,3,single,,5371.17,4,y,no,24,4,1,part time,0,7,4,3,1,,0,0,,1965,24790.00,,,no
1349,40,yes,non-travel,1361.29,,24,3,,1,1350,2,female,,4,4,sales executive,2,single,,28587.0,4,y,,16,3,4,full time,0,22,2,2,1,,0,0,,1983,131940.00,,,yes
1350,29,yes,travel_rarely,290.04,,10,3,,1,1351,4,female,36.25443871706758,2,1,research scientist,1,single,2342.59,6090.75,6,y,yes,20,4,3,part time,0,3,5,3,0,,0,0,2342.59,1994,28111.13,,,yes
1351,47,no,travel_rarely,429.52,,18,2,life sciences,1,1352,4,female,,3,2,sales executive,4,single,3469.17,9019.83,1,y,yes,17,3,3,,0,9,0,3,9,,0,7,3469.17,1976,,,,no
1352,18,no,,290.04,,5,2,,1,1353,2,male,36.25443871706758,3,1,research scientist,4,,2342.59,6090.75,1,y,no,15,3,4,part time,0,,2,3,0,,0,0,2342.59,2005,28111.13,,,yes
1353,20,yes,,268.25,,16,3,medical,1,1354,4,female,33.53174603174603,2,1,research scientist,1,,,5633.33,1,y,yes,15,3,1,part time,0,1,2,3,1,,0,0,,2003,26000.00,,,no
1354,42,no,,1888.4,,5,2,,1,1355,4,male,,3,5,manager,3,,15252.5,39656.5,6,y,no,13,3,2,full time,0,21,3,4,1,,0,0,15252.50,1981,183030.00,,,yes
1355,50,no,travel_rarely,245.56,research & development,9,3,,1,1356,1,male,,3,1,laboratory technician,4,married,1983.33,5156.67,4,y,no,18,,2,,0,8,5,3,1,,0,0,1983.33,1973,,laboratory technician  -  research & development,,yes
1356,37,yes,travel_rarely,492.87,,11,2,medical,1,1357,1,female,61.608134920634924,1,2,healthcare representative,2,,3980.83,10350.17,5,y,no,15,3,1,part time,0,15,2,1,1,,0,0,3980.83,1986,47770.00,,,yes
1357,38,no,,556.26,,3,4,life sciences,1,1358,2,male,,3,2,sales executive,4,,4492.84,11681.39,8,y,yes,12,3,3,,0,19,1,3,1,,0,0,4492.84,1985,,,,no
1358,36,yes,,556.26,,15,3,,1,1359,1,male,,3,2,laboratory technician,3,divorced,,11681.39,7,y,,14,3,2,part time,1,9,3,2,1,,0,0,,1987,53914.11,,,yes
1359,28,no,travel_rarely,108.54,sales,10,1,medical,1,1360,4,male,,3,1,sales representative,2,married,87667.0,2279.33,1,y,no,22,4,2,,0,,5,3,1,,0,0,87667,1995,10520.00,sales representative  -  sales,,yes
1360,43,no,,1032.49,,25,3,,1,1361,3,male,,2,3,sales executive,4,,,21682.23,5,y,no,13,3,3,part time,1,18,5,3,1,,0,0,,1980,100071.84,,,yes
1361,21,yes,travel_rarely,290.04,research & development,10,3,,1,1362,3,female,,2,1,laboratory technician,1,single,2342.59,6090.75,1,y,no,13,,1,part time,0,1,6,2,1,,1,0,2342.59,2002,28111.13,laboratory technician  -  research & development,,yes
1362,51,yes,travel_rarely,253.91,,4,4,,1,1363,1,male,,3,1,research scientist,3,married,,5332.17,9,y,,12,,3,part time,3,18,2,4,10,,2,7,,1972,24610.00,,,no
1363,37,no,,556.26,sales,10,4,,1,1364,4,female,,2,2,sales executive,4,divorced,,11681.39,2,y,yes,14,,3,part time,3,8,5,3,1,,0,0,,1986,53914.11,sales executive  -  sales,,no
1364,28,yes,,267.84,research & development,1,3,medical,1,1365,1,male,,2,1,laboratory technician,2,divorced,,5624.67,1,y,no,15,,1,,2,,2,3,1,,0,0,,1995,25960.00,laboratory technician  -  research & development,,no
1365,50,yes,,487.81,,1,4,,1,1366,4,male,,3,2,sales executive,3,single,,10244.0,3,y,yes,14,3,4,part time,0,5,4,3,0,,0,0,,1973,47280.00,,,yes
1366,34,no,,290.04,,3,4,,1,1367,3,male,,2,1,research scientist,4,,2342.59,6090.75,3,y,no,17,3,4,part time,3,6,2,3,0,,0,0,2342.59,1989,28111.13,,,yes
1367,38,no,travel_rarely,758.44,,2,2,marketing,1,1368,4,male,,3,3,sales executive,2,single,6125.83,15927.17,7,y,no,16,3,3,part time,0,,2,3,1,,0,0,6125.83,1985,73510.00,,,yes
1368,42,no,,556.26,,29,3,,1,1369,2,male,,1,2,laboratory technician,4,,4492.84,11681.39,4,y,,19,3,1,part time,0,16,3,3,1,,0,0,4492.84,1981,53914.11,,,no
1369,18,yes,,290.04,,8,1,,1,1370,3,male,,3,1,laboratory technician,3,single,2342.59,6090.75,1,y,no,12,3,4,part time,0,,0,3,0,,0,0,2342.59,2005,28111.13,,,yes
1370,41,no,,491.73,,12,4,,1,1371,2,male,,3,1,laboratory technician,4,,3971.67,10326.33,3,y,yes,11,3,1,full time,1,6,4,,1,,0,0,3971.67,1982,47660.00,,,no
1371,35,no,travel_rarely,232.97,research & development,1,4,medical,1,1372,4,male,,2,1,laboratory technician,3,,1881.67,4892.33,6,y,no,12,3,2,part time,1,,2,3,8,,1,7,1881.67,1988,22580.00,laboratory technician  -  research & development,,yes
1372,32,no,,291.67,sales,2,1,,1,1373,3,female,,3,1,sales representative,1,,,6125.17,1,y,,12,3,3,full time,3,1,3,3,1,,0,0,,1991,28270.00,sales representative  -  sales,,yes
1373,22,yes,,294.36,,3,4,life sciences,1,1374,3,male,36.79464285714285,2,1,research scientist,4,married,2377.5,6181.5,0,y,yes,11,3,2,full time,1,1,5,3,0,,0,0,2377.50,2001,28530.00,,,yes
1374,44,no,non-travel,236.27,,26,3,,1,1375,2,male,,1,1,research scientist,3,single,,4961.67,2,y,no,13,,4,part time,0,6,3,3,0,,0,0,,1979,22900.00,,,yes
1375,41,yes,non-travel,217.39,,5,2,life sciences,1,1376,1,male,,2,1,research scientist,1,,1755.83,4565.17,6,y,no,17,3,1,part time,1,5,2,1,1,,0,0,1755.83,1982,21070.00,,,yes
1376,40,no,travel_frequently,556.26,,2,4,,1,1377,2,male,,3,2,sales executive,2,,,11681.39,5,y,no,12,3,4,part time,3,,2,3,0,,0,0,,1983,53914.11,,,no
1377,24,yes,,228.02,,17,2,life sciences,1,1378,4,female,,3,1,laboratory technician,2,,1841.67,4788.33,1,y,,13,3,1,part time,1,1,3,1,1,,0,0,1841.67,1999,22100.00,,,yes
1378,42,no,travel_frequently,1360.98,,26,5,medical,1,1379,1,female,,3,3,research director,1,married,10992.5,28580.5,3,y,yes,17,3,3,,0,,6,3,1,,0,0,10992.50,1981,131910.00,,,no
1379,49,no,,1973.98,research & development,4,2,medical,1,1380,1,male,,2,5,manager,3,married,,41453.67,2,y,,13,,3,full time,1,23,2,4,1,,0,0,,1974,191324.62,manager  -  research & development,,yes
1380,48,no,travel_rarely,290.04,,2,2,technical degree,1,1381,4,male,,4,1,laboratory technician,2,single,2342.59,6090.75,5,y,,11,3,3,,0,7,4,2,1,,0,0,2342.59,1975,,,,yes
1381,29,no,travel_rarely,556.26,research & development,7,3,,1,1382,3,male,,3,2,healthcare representative,4,,4492.84,11681.39,1,y,,11,3,2,part time,2,6,2,3,6,,1,0,4492.84,1994,53914.11,healthcare representative  -  research & development,,yes
1382,48,no,,1884.48,research & development,1,3,life sciences,1,1383,4,male,,2,5,research director,4,single,15220.83,39574.17,6,y,no,12,3,3,,0,,3,4,1,,0,0,15220.83,1975,182650.00,research director  -  research & development,,yes
1383,34,no,,290.04,,20,3,technical degree,1,1384,3,female,36.25443871706758,4,1,research scientist,3,,2342.59,6090.75,0,y,no,17,3,4,part time,0,2,5,2,1,,0,0,2342.59,1989,28111.13,,,yes
1384,19,no,,290.04,,25,3,life sciences,1,1385,2,female,36.25443871706758,4,1,research scientist,4,single,2342.59,6090.75,1,y,,12,3,4,part time,0,1,2,3,1,,0,1,2342.59,2004,28111.13,,,yes
1385,23,no,,290.04,,1,2,,1,1386,4,male,36.25443871706758,3,1,research scientist,3,,2342.59,6090.75,1,y,no,22,4,4,part time,1,1,2,3,1,0,0,1,2342.59,2000,28111.13,,,no
1386,25,yes,travel_frequently,115.35,,32,1,,1,1387,3,male,,1,1,sales representative,4,single,93167.0,2422.33,1,y,yes,14,,4,,0,1,4,3,1,,1,0,93167,1998,,,,yes
1387,42,no,,244.73,,34,4,medical,1,1388,2,female,,4,2,research scientist,2,married,,5139.33,6,y,yes,16,3,4,part time,0,18,2,3,1,,0,0,,1981,23720.00,,,no
1388,51,no,travel_frequently,292.81,,6,2,medical,1,1389,2,female,36.60119047619048,2,1,laboratory technician,3,single,2365.0,6149.0,0,y,,14,3,2,full time,0,8,6,2,7,,7,7,2365.00,1972,28380.00,,,no
1389,45,no,travel_frequently,1863.44,,25,3,medical,1,1390,2,female,,3,5,manager,2,,15050.83,39132.17,3,y,,22,4,3,full time,0,22,4,3,0,,0,0,15050.83,1978,180610.00,,,no
1390,27,no,,290.04,,11,3,medical,1,1391,3,female,,4,1,sales representative,4,married,2342.59,6090.75,8,y,,14,,2,part time,1,5,4,3,1,,0,0,2342.59,1996,28111.13,,,yes
1391,18,no,non-travel,166.21,,1,3,,1,1392,4,female,,3,1,laboratory technician,4,single,1342.5,3490.5,1,y,,15,3,3,part time,0,0,5,4,0,,0,0,1342.50,2005,16110.00,,,no
1392,31,yes,travel_frequently,290.04,,2,3,,1,1393,3,female,,2,1,sales representative,4,single,2342.59,6090.75,7,y,no,14,3,3,part time,0,3,3,4,1,,0,0,2342.59,1992,28111.13,,,yes
1393,31,yes,travel_frequently,290.04,,1,4,life sciences,1,1394,2,female,,1,1,sales representative,3,single,2342.59,6090.75,1,y,,12,,2,part time,0,,3,3,1,,0,0,2342.59,1992,28111.13,,,no
1394,31,yes,travel_rarely,290.04,,8,3,life sciences,1,1395,1,female,,2,1,research scientist,2,,2342.59,6090.75,1,y,,12,3,3,part time,0,,3,4,1,,0,0,2342.59,1992,28111.13,,,no
1395,27,no,travel_rarely,290.04,,11,1,life sciences,1,1396,2,male,36.25443871706758,3,1,laboratory technician,1,married,2342.59,6090.75,0,y,,14,3,2,part time,0,6,3,4,5,,1,4,2342.59,1996,28111.13,,,no
1396,39,yes,,290.04,,2,3,,1,1397,1,female,,2,1,laboratory technician,1,single,,6090.75,2,y,yes,23,4,2,,0,11,2,4,1,,0,0,,1984,28111.13,,,yes
1397,44,no,travel_frequently,491.94,,1,5,marketing,1,1398,1,female,,3,2,sales executive,3,married,3973.33,10330.67,7,y,,12,,3,part time,1,11,4,2,1,,0,0,3973.33,1979,47680.00,,,no
1398,30,no,,131.44,research & development,25,3,,1,1399,2,male,,3,1,research scientist,3,,,2760.33,1,y,,13,3,2,part time,2,1,2,2,1,,0,0,,1993,12740.00,research scientist  -  research & development,,no
1399,35,no,travel_rarely,248.03,,26,1,life sciences,1,1400,4,male,,3,1,sales representative,3,,2003.33,5208.67,1,y,no,13,,1,part time,1,1,3,3,1,0,0,0,2003.33,1988,24040.00,,,yes
1400,24,yes,travel_frequently,290.04,,9,3,,1,1401,2,male,36.25443871706758,3,1,laboratory technician,1,,2342.59,6090.75,2,y,,11,3,3,part time,0,,2,2,0,,0,0,2342.59,1999,28111.13,,,no
1401,24,no,,209.75,,13,2,,1,1402,4,female,,3,1,sales representative,2,married,,4404.83,1,y,,13,3,3,part time,1,1,2,,1,,0,0,,1999,20330.00,,,yes
1402,28,yes,,264.23,,2,2,medical,1,1403,3,male,,2,1,laboratory technician,1,single,,5548.83,7,y,no,11,,3,part time,0,8,2,2,0,,0,0,,1995,25610.00,,,yes
1403,28,no,travel_rarely,161.26,,1,3,life sciences,1,1404,1,male,,2,1,research scientist,3,,,3386.5,1,y,,14,3,4,part time,1,1,2,1,1,,0,0,,1995,15630.00,,,no
1404,33,no,,659.08,,8,5,,1,1405,4,male,,3,2,healthcare representative,3,,5323.33,13840.67,2,y,,17,3,1,,0,14,6,3,0,,0,0,5323.33,1990,,,,yes
1405,39,no,travel_rarely,864.19,,6,3,,1,1406,2,female,108.02380952380952,3,3,manufacturing director,2,single,,18148.0,4,y,,18,,4,part time,0,9,3,3,2,,2,2,,1984,83760.00,,,no
1406,42,no,,499.47,,2,3,medical,1,1407,3,male,,2,1,laboratory technician,2,married,4034.17,10488.83,4,y,,14,,2,full time,1,,3,,1,,0,0,4034.17,1981,48410.00,,,yes
1407,29,no,travel_rarely,290.04,,9,3,,1,1408,3,male,36.25443871706758,4,1,research scientist,3,married,2342.59,6090.75,6,y,no,18,3,1,part time,2,,2,2,1,0,0,0,2342.59,1994,28111.13,,,no
1408,35,no,travel_rarely,290.04,,1,3,,1,1409,4,male,,2,1,laboratory technician,1,,,6090.75,1,y,no,19,3,2,part time,0,,3,3,3,,1,2,,1988,28111.13,,,no
1409,35,yes,travel_rarely,213.98,,14,3,,1,1410,1,female,,3,1,laboratory technician,1,,1728.33,4493.67,1,y,,12,3,4,,1,1,2,3,1,,0,0,1728.33,1988,,,,yes
1410,34,no,,306.63,,13,4,medical,1,1411,1,male,,3,1,research scientist,4,single,2476.67,6439.33,1,y,,13,3,3,full time,0,,4,,1,,0,0,2476.67,1989,29720.00,,,no
1411,26,no,travel_rarely,290.04,,3,3,,1,1412,1,female,,3,1,research scientist,4,,,6090.75,1,y,,21,4,1,part time,0,1,5,3,1,,0,0,,1997,28111.13,,,yes
1412,36,no,travel_rarely,703.13,,1,4,life sciences,1,1413,2,female,,3,2,sales executive,3,single,5679.17,14765.83,6,y,no,13,3,1,full time,0,,5,3,1,,0,0,5679.17,1987,68150.00,,,yes
1413,50,no,,1973.98,,24,3,marketing,1,1414,2,male,,3,5,manager,3,married,15943.72,41453.67,4,y,yes,16,,3,full time,1,,2,3,1,,0,0,15943.72,1973,191324.62,,,no
1414,42,no,travel_rarely,1973.98,,9,2,,1,1415,4,male,,2,5,manager,4,,,41453.67,8,y,no,22,4,4,full time,0,24,2,3,1,,0,1,,1981,191324.62,,,no
1415,35,no,,277.54,,7,2,life sciences,1,1416,3,male,,2,1,laboratory technician,4,,2241.67,5828.33,1,y,no,18,3,4,,1,,5,2,1,,0,1,2241.67,1988,,,,no
1416,46,no,travel_rarely,1812.47,,1,4,life sciences,1,1417,4,male,226.5585317460317,4,4,manager,1,,,38061.83,1,y,,15,3,2,full time,0,27,5,1,26,,0,12,,1977,175670.00,,,no
1417,18,yes,travel_frequently,161.88,sales,3,2,medical,1,1418,2,female,,3,1,sales representative,4,single,,3399.5,1,y,yes,12,3,3,part time,0,0,2,4,0,,0,0,,2005,15690.00,sales representative  -  sales,,yes
1418,29,no,,431.99,,5,3,,1,1419,1,male,,2,2,sales executive,2,divorced,3489.17,9071.83,1,y,yes,13,,2,part time,1,10,3,2,10,,0,9,3489.17,1994,41870.00,,,yes
1419,31,no,,556.26,,5,4,life sciences,1,1420,1,female,,3,2,sales executive,4,,4492.84,11681.39,1,y,no,11,3,1,part time,2,10,2,,10,,0,2,4492.84,1992,53914.11,,,yes
1420,41,no,travel_rarely,1032.49,,23,2,,1,1421,4,male,129.06091077207583,3,3,sales executive,3,single,8339.32,21682.23,3,y,,16,3,4,part time,0,21,2,3,2,,0,2,8339.32,1982,100071.84,,,yes
1421,38,no,travel_rarely,341.1,,4,2,,1,1422,4,female,,3,1,laboratory technician,3,,,7163.0,7,y,,19,3,4,full time,1,7,5,,0,,0,0,,1985,33060.00,,,yes
1422,32,yes,travel_rarely,143.72,,2,4,life sciences,1,1423,4,male,,3,1,laboratory technician,2,single,,3018.17,1,y,no,12,3,1,part time,0,1,2,3,1,,0,0,,1991,13930.00,,,yes
1423,60,no,,1122.85,,1,4,,1,1424,3,male,,1,3,healthcare representative,4,divorced,9069.17,23579.83,3,y,no,20,4,3,full time,1,19,2,4,1,,0,0,9069.17,1963,108830.00,,,no
1424,24,yes,,290.04,,22,1,,1,1425,4,male,,1,1,human resources,3,married,2342.59,6090.75,1,y,no,11,,3,,1,1,2,3,1,,0,0,2342.59,1999,,,,yes
1425,40,no,travel_rarely,556.26,,8,2,life sciences,1,1426,2,female,,3,2,manufacturing director,1,,,11681.39,2,y,yes,16,3,2,,1,18,3,3,1,,0,0,,1983,53914.11,,,yes
1426,30,no,travel_rarely,295.29,,21,1,,1,1427,2,male,,3,1,research scientist,4,married,2385.0,6201.0,1,y,no,12,3,2,,1,10,2,2,10,,0,8,2385.00,1993,,,,yes
1427,47,no,non-travel,556.26,,2,4,marketing,1,1428,3,male,,3,2,sales executive,2,,4492.84,11681.39,7,y,no,11,3,4,part time,1,4,3,1,1,,0,0,4492.84,1976,53914.11,,,yes
