environmentsatisfaction,gender,hourlyrate,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome,monthlyrate
4,male,29.84,3,1,laboratory technician,4,divorced,1928.33,5013.67
1,male,197.85,3,4,sales executive,4,married,12783.92,33238.2
1,male,129.06,3,3,sales executive,2,single,8339.32,21682.23
1,male,36.25,3,1,laboratory technician,4,,2342.59,6090.75
4,male,30.69,2,1,laboratory technician,4,divorced,1983.33,5156.67
1,female,69.53,3,2,manufacturing director,2,divorced,4492.84,11681.39
4,female,36.25,3,1,research scientist,4,single,2342.59,6090.75
4,male,25.9,3,1,laboratory technician,2,,1673.33,4350.67
3,female,136.09,2,3,healthcare representative,2,divorced,8793.33,22862.67
4,male,29.13,3,1,research scientist,3,married,1882.5,4894.5
3,female,36.25,2,1,laboratory technician,2,married,2342.59,6090.75
3,male,31.12,2,1,sales representative,2,married,2010.83,5228.17
1,male,129.06,2,3,sales executive,2,divorced,8339.32,21682.23
4,male,27.35,2,1,sales representative,2,single,1767.5,4595.5
1,male,36.25,3,1,laboratory technician,1,single,2342.59,6090.75
2,female,69.53,2,2,healthcare representative,4,,4492.84,11681.39
4,male,31.97,3,1,research scientist,3,single,2065.83,5371.17
2,female,170.16,4,4,sales executive,2,single,10995.0,28587.0
4,female,36.25,2,1,research scientist,1,single,2342.59,6090.75
4,female,53.69,3,2,sales executive,4,single,3469.17,9019.83
2,male,36.25,3,1,research scientist,4,,2342.59,6090.75
4,female,33.53,2,1,research scientist,1,,2166.67,5633.33
4,male,236.05,3,5,manager,3,,15252.5,39656.5
1,male,30.69,3,1,laboratory technician,4,married,1983.33,5156.67
1,female,61.61,1,2,healthcare representative,2,,3980.83,10350.17
2,male,69.53,3,2,sales executive,4,,4492.84,11681.39
1,male,69.53,3,2,laboratory technician,3,divorced,4492.84,11681.39
4,male,13.57,3,1,sales representative,2,married,87667.0,2279.33
3,male,129.06,2,3,sales executive,4,,8339.32,21682.23
3,female,36.25,2,1,laboratory technician,1,single,2342.59,6090.75
1,male,31.74,3,1,research scientist,3,married,2050.83,5332.17
4,female,69.53,2,2,sales executive,4,divorced,4492.84,11681.39
1,male,33.48,2,1,laboratory technician,2,divorced,2163.33,5624.67
4,male,60.98,3,2,sales executive,3,single,3940.0,10244.0
3,male,36.25,2,1,research scientist,4,,2342.59,6090.75
4,male,94.8,3,3,sales executive,2,single,6125.83,15927.17
2,male,69.53,1,2,laboratory technician,4,,4492.84,11681.39
3,male,36.25,3,1,laboratory technician,3,single,2342.59,6090.75
2,male,61.47,3,1,laboratory technician,4,,3971.67,10326.33
4,male,29.12,2,1,laboratory technician,3,,1881.67,4892.33
3,female,36.46,3,1,sales representative,1,,2355.83,6125.17
3,male,36.79,2,1,research scientist,4,married,2377.5,6181.5
2,male,29.53,1,1,research scientist,3,single,1908.33,4961.67
1,male,27.17,2,1,research scientist,1,,1755.83,4565.17
2,male,69.53,3,2,sales executive,2,,4492.84,11681.39
4,female,28.5,3,1,laboratory technician,2,,1841.67,4788.33
1,female,170.12,3,3,research director,1,married,10992.5,28580.5
1,male,246.75,2,5,manager,3,married,15943.72,41453.67
4,male,36.25,4,1,laboratory technician,2,single,2342.59,6090.75
3,male,69.53,3,2,healthcare representative,4,,4492.84,11681.39
4,male,235.56,2,5,research director,4,single,15220.83,39574.17
3,female,36.25,4,1,research scientist,3,,2342.59,6090.75
2,female,36.25,4,1,research scientist,4,single,2342.59,6090.75
4,male,36.25,3,1,research scientist,3,,2342.59,6090.75
3,male,14.42,1,1,sales representative,4,single,93167.0,2422.33
2,female,30.59,4,2,research scientist,2,married,1976.67,5139.33
2,female,36.6,2,1,laboratory technician,3,single,2365.0,6149.0
2,female,232.93,3,5,manager,2,,15050.83,39132.17
3,female,36.25,4,1,sales representative,4,married,2342.59,6090.75
4,female,20.78,3,1,laboratory technician,4,single,1342.5,3490.5
3,female,36.25,2,1,sales representative,4,single,2342.59,6090.75
2,female,36.25,1,1,sales representative,3,single,2342.59,6090.75
1,female,36.25,2,1,research scientist,2,,2342.59,6090.75
2,male,36.25,3,1,laboratory technician,1,married,2342.59,6090.75
1,female,36.25,2,1,laboratory technician,1,single,2342.59,6090.75
1,female,61.49,3,2,sales executive,3,married,3973.33,10330.67
2,male,16.43,3,1,research scientist,3,,1061.67,2760.33
4,male,31.0,3,1,sales representative,3,,2003.33,5208.67
2,male,36.25,3,1,laboratory technician,1,,2342.59,6090.75
4,female,26.22,3,1,sales representative,2,married,1694.17,4404.83
3,male,33.03,2,1,laboratory technician,1,single,2134.17,5548.83
1,male,20.16,2,1,research scientist,3,,1302.5,3386.5
4,male,82.38,3,2,healthcare representative,3,,5323.33,13840.67
2,female,108.02,3,3,manufacturing director,2,single,6980.0,18148.0
3,male,62.43,2,1,laboratory technician,2,married,4034.17,10488.83
3,male,36.25,4,1,research scientist,3,married,2342.59,6090.75
4,male,36.25,2,1,laboratory technician,1,,2342.59,6090.75
1,female,26.75,3,1,laboratory technician,1,,1728.33,4493.67
1,male,38.33,3,1,research scientist,4,single,2476.67,6439.33
1,female,36.25,3,1,research scientist,4,,2342.59,6090.75
2,female,87.89,3,2,sales executive,3,single,5679.17,14765.83
2,male,246.75,3,5,manager,3,married,15943.72,41453.67
4,male,246.75,2,5,manager,4,,15943.72,41453.67
3,male,34.69,2,1,laboratory technician,4,,2241.67,5828.33
4,male,226.56,4,4,manager,1,,14639.17,38061.83
2,female,20.24,3,1,sales representative,4,single,1307.5,3399.5
1,male,54.0,2,2,sales executive,2,divorced,3489.17,9071.83
1,female,69.53,3,2,sales executive,4,,4492.84,11681.39
4,male,129.06,3,3,sales executive,3,single,8339.32,21682.23
4,female,42.64,3,1,laboratory technician,3,,2755.0,7163.0
4,male,17.97,3,1,laboratory technician,2,single,1160.83,3018.17
3,male,140.36,1,3,healthcare representative,4,divorced,9069.17,23579.83
4,male,36.25,1,1,human resources,3,married,2342.59,6090.75
2,female,69.53,3,2,manufacturing director,1,,4492.84,11681.39
2,male,36.91,3,1,research scientist,4,married,2385.0,6201.0
3,male,69.53,3,2,sales executive,2,,4492.84,11681.39
1,male,86.86,1,2,sales executive,2,single,5612.5,14592.5
4,female,125.82,1,3,human resources,3,married,8130.0,21138.0
4,male,36.25,4,1,research scientist,4,married,2342.59,6090.75
1,female,129.06,3,3,sales executive,1,,8339.32,21682.23
1,male,129.06,3,3,sales executive,3,married,8339.32,21682.23
4,female,36.25,2,1,research scientist,1,divorced,2342.59,6090.75
3,male,68.28,4,2,healthcare representative,3,married,4411.67,11470.33
2,male,69.53,1,2,healthcare representative,4,married,4492.84,11681.39
3,male,31.43,2,1,research scientist,3,,2030.83,5280.17
3,male,246.75,2,5,research director,1,married,15943.72,41453.67
2,male,36.25,3,1,sales representative,2,single,2342.59,6090.75
3,female,36.25,3,1,laboratory technician,1,,2342.59,6090.75
3,male,52.5,3,2,human resources,2,divorced,3392.5,8820.5
2,male,69.53,4,2,healthcare representative,1,married,4492.84,11681.39
2,female,36.25,3,1,research scientist,3,single,2342.59,6090.75
4,male,38.12,4,1,human resources,1,married,2463.33,6404.67
4,female,69.53,3,2,research scientist,2,,4492.84,11681.39
4,male,59.94,3,2,sales executive,4,,3873.33,10070.67
4,male,69.53,1,2,healthcare representative,3,divorced,4492.84,11681.39
4,male,36.25,3,1,laboratory technician,3,,2342.59,6090.75
4,male,36.16,2,1,human resources,2,married,2336.67,6075.33
4,male,31.46,2,1,research scientist,4,,2032.5,5284.5
2,female,36.83,3,1,sales representative,2,,2380.0,6188.0
2,male,36.25,3,1,sales representative,4,,2342.59,6090.75
4,male,36.25,3,1,research scientist,2,single,2342.59,6090.75
2,female,37.83,2,1,research scientist,3,,2444.17,6354.83
2,male,69.53,4,2,healthcare representative,1,,4492.84,11681.39
3,male,14.07,4,1,sales representative,1,single,909.17,2363.83
4,female,69.53,3,2,sales executive,3,,4492.84,11681.39
4,female,69.53,2,2,sales executive,1,married,4492.84,11681.39
1,male,66.43,3,2,manufacturing director,1,married,4292.5,11160.5
4,female,197.85,3,4,manager,4,,12783.92,33238.2
2,male,69.53,3,2,sales executive,4,divorced,4492.84,11681.39
1,female,36.92,2,1,human resources,2,married,2385.83,6203.17
1,male,36.86,2,1,sales representative,1,single,2381.67,6192.33
4,male,69.53,2,2,manufacturing director,4,,4492.84,11681.39
4,female,14.56,1,1,laboratory technician,4,,94083.0,2446.17
3,female,36.25,3,1,human resources,2,,2342.59,6090.75
1,male,36.25,3,1,laboratory technician,4,married,2342.59,6090.75
4,male,250.6,3,5,manager,4,,16192.5,42100.5
4,male,36.25,3,1,sales representative,1,married,2342.59,6090.75
3,female,129.06,3,3,human resources,4,single,8339.32,21682.23
2,male,29.77,3,1,sales representative,3,,1923.33,5000.67
3,male,27.65,3,1,research scientist,3,single,1786.67,4645.33
1,male,69.29,3,2,healthcare representative,1,married,4477.5,11641.5
4,female,129.06,3,3,healthcare representative,4,married,8339.32,21682.23
1,male,129.06,3,3,sales executive,3,divorced,8339.32,21682.23
2,female,129.06,3,3,sales executive,4,married,8339.32,21682.23
4,male,245.62,3,5,manager,1,single,15870.83,41264.17
4,male,206.54,3,4,manager,2,,13345.83,34699.17
3,male,123.98,4,3,healthcare representative,4,,8010.83,20828.17
3,male,148.44,2,3,research director,4,,9591.67,24938.33
1,male,197.85,2,4,research director,2,,12783.92,33238.2
2,female,55.53,3,2,manufacturing director,1,married,3588.33,9329.67
2,male,219.84,2,4,manager,3,married,14205.0,36933.0
2,female,36.25,2,1,sales representative,4,,2342.59,6090.75
1,male,26.34,3,1,research scientist,1,married,1701.67,4424.33
3,male,36.38,3,1,research scientist,3,,2350.83,6112.17
4,male,246.75,3,5,research director,4,,15943.72,41453.67
4,female,26.7,2,1,research scientist,2,single,1725.0,4485.0
3,male,36.0,4,1,sales representative,4,married,2325.83,6047.17
4,male,69.53,3,2,sales executive,4,divorced,4492.84,11681.39
4,male,69.53,3,2,manufacturing director,3,single,4492.84,11681.39
1,female,106.06,3,2,sales executive,1,single,6853.33,17818.67
3,male,33.66,3,1,laboratory technician,3,,2175.0,5655.0
3,female,73.91,2,2,healthcare representative,4,,4775.83,12417.17
4,male,32.75,2,1,research scientist,3,married,2115.83,5501.17
4,male,30.64,2,1,laboratory technician,4,married,1980.0,5148.0
4,female,246.75,3,5,manager,1,divorced,15943.72,41453.67
1,female,36.25,3,1,research scientist,3,,2342.59,6090.75
2,male,45.64,3,1,human resources,4,,2949.17,7667.83
1,female,70.52,2,2,sales executive,4,,4556.67,11847.33
3,male,74.97,3,2,sales executive,4,,4844.17,12594.83
2,male,69.53,3,2,manufacturing director,4,divorced,4492.84,11681.39
4,female,124.67,3,3,manufacturing director,3,single,8055.83,20945.17
4,female,69.53,3,2,healthcare representative,2,married,4492.84,11681.39
4,female,66.47,3,2,sales executive,3,married,4295.0,11167.0
1,male,73.19,3,2,sales executive,4,married,4729.17,12295.83
3,female,94.33,3,3,sales executive,2,,6095.0,15847.0
1,male,197.85,3,4,manager,1,,12783.92,33238.2
1,female,69.53,4,2,sales executive,3,single,4492.84,11681.39
3,male,129.06,3,3,research director,1,married,8339.32,21682.23
3,male,36.25,4,1,laboratory technician,4,married,2342.59,6090.75
3,male,69.53,2,2,sales executive,4,married,4492.84,11681.39
3,male,36.25,3,1,research scientist,4,married,2342.59,6090.75
1,male,82.67,2,2,human resources,1,,5341.67,13888.33
3,male,36.25,3,1,research scientist,4,,2342.59,6090.75
3,male,63.72,2,2,research scientist,2,,4117.5,10705.5
1,male,36.25,1,1,research scientist,4,married,2342.59,6090.75
4,male,246.75,3,5,research director,3,married,15943.72,41453.67
2,male,51.37,2,1,laboratory technician,4,,3319.17,8629.83
4,male,81.86,3,2,manufacturing director,4,,5289.17,13751.83
3,male,37.45,3,1,research scientist,4,,2420.0,6292.0
3,male,34.77,3,1,human resources,3,divorced,2246.67,5841.33
4,female,69.53,3,2,sales executive,3,,4492.84,11681.39
1,female,28.04,2,1,sales representative,2,single,1811.67,4710.33
4,male,87.12,3,2,healthcare representative,3,,5629.17,14635.83
1,male,36.25,3,1,sales representative,4,single,2342.59,6090.75
3,male,34.27,2,1,research scientist,2,,2214.17,5756.83
4,male,36.25,3,1,research scientist,4,,2342.59,6090.75
4,male,36.25,3,1,laboratory technician,2,,2342.59,6090.75
2,male,141.41,2,3,healthcare representative,3,single,9137.5,23757.5
4,female,32.8,3,1,research scientist,3,married,2119.17,5509.83
1,male,68.4,4,2,sales executive,4,,4420.0,11492.0
4,female,69.53,3,2,sales executive,3,divorced,4492.84,11681.39
2,female,36.25,3,1,laboratory technician,1,,2342.59,6090.75
1,male,250.28,3,5,research director,1,married,16171.67,42046.33
3,female,84.32,3,2,sales executive,3,married,5448.33,14165.67
4,male,29.12,3,1,laboratory technician,4,,1881.67,4892.33
3,female,69.53,3,2,healthcare representative,3,,4492.84,11681.39
4,male,28.61,2,1,laboratory technician,1,married,1848.33,4805.67
1,male,36.25,3,1,laboratory technician,1,married,2342.59,6090.75
1,male,34.23,3,1,research scientist,4,married,2211.67,5750.33
3,male,197.85,3,4,healthcare representative,4,married,12783.92,33238.2
1,male,129.06,3,3,manager,2,married,8339.32,21682.23
2,female,129.06,4,3,manager,2,divorced,8339.32,21682.23
2,male,69.53,3,2,sales executive,4,single,4492.84,11681.39
1,male,69.53,3,2,laboratory technician,4,married,4492.84,11681.39
4,male,75.16,2,2,sales executive,4,single,4856.67,12627.33
2,male,69.53,4,2,sales executive,4,,4492.84,11681.39
3,female,31.66,3,1,laboratory technician,4,,2045.83,5319.17
4,male,69.53,3,2,sales executive,4,,4492.84,11681.39
1,female,65.19,4,2,research scientist,4,single,4212.5,10952.5
2,male,60.38,2,2,sales executive,4,,3901.67,10144.33
3,female,67.8,2,2,laboratory technician,3,divorced,4380.83,11390.17
2,male,27.33,1,1,laboratory technician,1,,1765.83,4591.17
2,female,69.53,3,2,sales executive,2,,4492.84,11681.39
4,female,69.53,2,2,sales executive,2,divorced,4492.84,11681.39
3,male,77.05,4,2,research scientist,1,divorced,4978.33,12943.67
3,male,69.53,3,2,sales executive,3,,4492.84,11681.39
4,female,36.25,4,1,laboratory technician,3,married,2342.59,6090.75
1,male,69.53,3,2,sales executive,2,,4492.84,11681.39
3,female,69.53,3,2,sales executive,4,,4492.84,11681.39
4,female,39.13,3,1,laboratory technician,1,,2528.33,6573.67
3,female,170.39,4,4,sales executive,1,married,11010.0,28626.0
2,male,108.23,4,3,sales executive,1,married,6993.33,18182.67
3,female,69.53,3,2,manufacturing director,3,,4492.84,11681.39
3,female,36.25,3,1,laboratory technician,4,single,2342.59,6090.75
4,male,129.06,3,3,healthcare representative,3,,8339.32,21682.23
2,female,52.25,3,2,sales executive,4,married,3375.83,8777.17
4,male,61.97,3,2,sales executive,2,,4004.17,10410.83
2,female,35.35,3,1,human resources,3,,2284.17,5938.83
1,female,69.53,2,2,healthcare representative,3,single,4492.84,11681.39
4,male,68.83,4,2,sales executive,4,single,4447.5,11563.5
1,male,69.53,4,2,sales executive,4,divorced,4492.84,11681.39
4,male,69.53,3,2,laboratory technician,3,divorced,4492.84,11681.39
4,female,69.53,3,2,sales executive,1,single,4492.84,11681.39
3,male,121.67,3,3,manufacturing director,3,married,7861.67,20440.33
3,male,129.06,3,3,human resources,2,,8339.32,21682.23
4,female,69.53,2,2,sales executive,4,,4492.84,11681.39
2,male,36.25,1,1,research scientist,4,divorced,2342.59,6090.75
4,female,129.06,2,3,healthcare representative,2,,8339.32,21682.23
4,female,69.53,2,2,healthcare representative,3,single,4492.84,11681.39
4,male,69.59,3,2,sales executive,4,,4496.67,11691.33
2,female,69.53,4,2,healthcare representative,4,,4492.84,11681.39
3,female,129.06,3,3,manufacturing director,1,married,8339.32,21682.23
3,female,143.92,3,3,research director,4,single,9299.17,24177.83
4,male,63.97,3,2,sales executive,1,single,4133.33,10746.67
4,male,113.4,3,3,manufacturing director,1,,7327.5,19051.5
4,male,247.48,2,5,manager,3,,15990.83,41576.17
1,female,28.58,1,1,research scientist,2,,1846.67,4801.33
1,female,151.06,4,3,research director,1,married,9760.83,25378.17
3,male,68.4,3,2,sales executive,4,divorced,4420.0,11492.0
3,male,143.19,3,4,healthcare representative,4,married,9252.5,24056.5
2,male,85.53,1,2,sales representative,3,single,5526.67,14369.33
1,male,97.85,2,3,sales executive,1,single,6322.5,16438.5
2,female,55.91,3,2,healthcare representative,3,married,3612.5,9392.5
1,female,77.12,4,2,manufacturing director,1,single,4983.33,12956.67
3,female,54.73,4,2,healthcare representative,2,,3536.67,9195.33
2,male,246.75,3,5,manager,4,,15943.72,41453.67
3,female,67.42,3,2,manufacturing director,2,,4356.67,11327.33
3,male,34.82,4,1,research scientist,3,married,2250.0,5850.0
3,male,69.53,3,2,sales executive,4,single,4492.84,11681.39
4,female,69.53,3,2,sales executive,2,,4492.84,11681.39
3,female,30.51,2,1,research scientist,3,married,1971.67,5126.33
2,male,36.25,3,1,research scientist,1,,2342.59,6090.75
2,female,36.25,1,1,laboratory technician,4,divorced,2342.59,6090.75
2,male,30.04,2,1,sales representative,3,,1940.83,5046.17
3,male,55.38,2,2,sales executive,1,,3578.33,9303.67
4,female,69.53,3,2,healthcare representative,4,,4492.84,11681.39
3,female,86.73,3,2,manufacturing director,1,married,5604.17,14570.83
3,male,133.16,2,3,sales executive,4,married,8604.17,22370.83
3,male,57.35,3,2,laboratory technician,2,,3705.83,9635.17
1,male,129.06,4,3,sales executive,3,single,8339.32,21682.23
1,male,69.53,3,2,sales executive,4,divorced,4492.84,11681.39
4,male,139.87,3,3,manufacturing director,3,,9037.5,23497.5
2,male,129.06,3,3,sales executive,1,married,8339.32,21682.23
2,male,36.25,3,1,human resources,3,married,2342.59,6090.75
2,female,129.06,3,3,sales executive,4,,8339.32,21682.23
1,female,69.53,2,2,sales executive,2,single,4492.84,11681.39
4,female,36.25,2,1,sales representative,4,single,2342.59,6090.75
4,female,53.68,3,2,sales executive,3,married,3468.33,9017.67
4,female,36.25,3,1,research scientist,4,single,2342.59,6090.75
4,male,36.25,3,1,sales representative,2,married,2342.59,6090.75
3,male,69.53,1,2,manufacturing director,2,divorced,4492.84,11681.39
1,female,69.53,2,2,sales executive,3,married,4492.84,11681.39
3,female,57.06,3,2,manufacturing director,4,single,3686.67,9585.33
4,male,31.97,3,1,research scientist,3,single,2065.83,5371.17
1,female,234.36,3,5,research director,2,,15143.33,39372.67
3,female,36.25,2,1,laboratory technician,2,single,2342.59,6090.75
3,female,36.25,2,1,sales representative,4,single,2342.59,6090.75
2,male,129.06,3,3,research director,4,,8339.32,21682.23
1,male,129.06,3,3,manager,2,married,8339.32,21682.23
4,male,36.25,3,1,research scientist,4,married,2342.59,6090.75
2,male,51.37,2,1,laboratory technician,4,,3319.17,8629.83
2,female,55.91,3,2,healthcare representative,3,married,3612.5,9392.5
3,female,129.06,3,3,sales executive,3,single,8339.32,21682.23
4,female,26.22,3,1,sales representative,2,married,1694.17,4404.83
3,male,36.25,2,1,laboratory technician,1,,2342.59,6090.75
4,male,129.06,3,3,healthcare representative,3,,8339.32,21682.23
2,female,52.25,3,2,sales executive,4,married,3375.83,8777.17
2,male,36.25,3,1,laboratory technician,4,,2342.59,6090.75
2,male,69.53,3,2,sales executive,4,,4492.84,11681.39
1,male,41.64,3,1,laboratory technician,4,,2690.83,6996.17
4,male,75.16,2,2,sales executive,4,single,4856.67,12627.33
4,male,87.12,3,2,healthcare representative,3,,5629.17,14635.83
4,male,36.25,4,1,laboratory technician,3,married,2342.59,6090.75
4,female,129.06,3,3,healthcare representative,4,married,8339.32,21682.23
3,male,25.16,3,1,laboratory technician,4,divorced,1625.83,4227.17
1,male,68.4,4,2,sales executive,4,,4420.0,11492.0
1,male,137.35,1,3,manufacturing director,4,,8875.0,23075.0
2,female,129.06,4,3,manufacturing director,1,divorced,8339.32,21682.23
4,female,29.69,3,1,sales representative,2,,1918.33,4987.67
2,male,83.82,2,2,manufacturing director,2,single,5415.83,14081.17
4,male,76.27,3,2,laboratory technician,2,single,4928.33,12813.67
4,male,129.06,1,3,manufacturing director,4,,8339.32,21682.23
1,male,85.78,3,2,healthcare representative,3,married,5542.5,14410.5
2,male,125.41,3,3,research scientist,1,,8103.33,21068.67
2,female,214.02,3,4,manager,1,married,13829.17,35955.83
4,male,61.97,3,2,sales executive,2,,4004.17,10410.83
2,female,39.18,4,1,laboratory technician,4,,2531.67,6582.33
2,male,45.64,3,1,human resources,4,,2949.17,7667.83
3,male,36.25,2,1,sales representative,1,single,2342.59,6090.75
3,male,36.25,3,1,laboratory technician,3,single,2342.59,6090.75
3,male,34.74,2,1,laboratory technician,2,divorced,2245.0,5837.0
2,male,27.61,2,1,research scientist,2,,1784.17,4638.83
4,male,245.62,3,5,manager,1,single,15870.83,41264.17
2,female,66.04,3,2,manufacturing director,1,,4267.5,11095.5
4,male,69.53,2,2,manufacturing director,4,,4492.84,11681.39
3,male,69.53,3,2,research scientist,1,divorced,4492.84,11681.39
4,male,69.53,2,2,manufacturing director,2,,4492.84,11681.39
2,female,44.52,3,1,research scientist,4,single,2876.67,7479.33
4,male,29.13,3,1,research scientist,3,married,1882.5,4894.5
4,female,69.53,3,2,healthcare representative,4,,4492.84,11681.39
1,male,129.06,4,3,sales executive,3,single,8339.32,21682.23
2,female,61.12,4,1,research scientist,3,single,3949.17,10267.83
4,female,246.75,3,5,manager,3,married,15943.72,41453.67
3,male,36.25,3,1,research scientist,4,,2342.59,6090.75
3,female,129.06,2,3,manufacturing director,2,divorced,8339.32,21682.23
4,female,69.53,3,2,research scientist,3,single,4492.84,11681.39
