age,attrition,businesstravel,dailyrate,department,education,educationfield,employeecount,employeenumber,distancefromhome(miles),environmentsatisfaction,gender,hourlyrate,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome,monthlyrate,numcompaniesworked,over18,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,standardhours,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearsincurrentrole,yearssincelastpromotion,yearswithcurrmanager,sameasmonthlyincome,datebirth,salary,roledepartament,numberchildren,remotework
34,no,,290.04,,4,,1,1367,3,3,male,36.25,2,1,research scientist,4,,2342.59,6090.75,3,y,no,17,3.0,4,parttime,3,6.0,2,3.0,0,,0,0,2342.59,1989,28111.13,,,yes
38,no,travel_rarely,758.44,,2,marketing,1,1368,2,4,male,94.8,3,3,sales executive,2,single,6125.83,15927.17,7,y,no,16,3.0,3,parttime,0,11.359610274579271,2,3.0,1,,0,0,6125.83,1985,73510.0,,,yes
42,no,,556.26,,3,,1,1369,29,2,male,69.53,1,2,laboratory technician,4,,4492.84,11681.39,4,y,no,19,3.0,1,parttime,0,16.0,3,3.0,1,,0,0,4492.84,1981,53914.11,,,no
18,yes,,290.04,,1,,1,1370,8,3,male,36.25,3,1,laboratory technician,3,single,2342.59,6090.75,1,y,no,12,3.0,4,parttime,0,11.359610274579271,0,3.0,0,,0,0,2342.59,2005,28111.13,,,yes
41,no,,491.73,,4,,1,1371,12,2,male,61.47,3,1,laboratory technician,4,,3971.67,10326.33,3,y,yes,11,3.0,1,fulltime,1,6.0,4,3.0,1,,0,0,3971.67,1982,47660.0,,,no
35,no,travel_rarely,232.97,research & development,4,medical,1,1372,1,4,male,29.12,2,1,laboratory technician,3,,1881.67,4892.33,6,y,no,12,3.0,2,parttime,1,11.359610274579271,2,3.0,8,,1,7,1881.67,1988,22580.0,laboratory technician  -  research & development,,yes
32,no,,291.67,sales,1,,1,1373,2,3,female,36.46,3,1,sales representative,1,,2355.83,6125.17,1,y,no,12,3.0,3,fulltime,3,1.0,3,3.0,1,,0,0,,1991,28270.0,sales representative  -  sales,,yes
22,yes,,294.36,,4,life sciences,1,1374,3,3,male,36.79,2,1,research scientist,4,married,2377.5,6181.5,0,y,yes,11,3.0,2,fulltime,1,1.0,5,3.0,0,,0,0,2377.5,2001,28530.0,,,yes
44,no,non-travel,236.27,,3,,1,1375,26,2,male,29.53,1,1,research scientist,3,single,1908.33,4961.67,2,y,no,13,,4,parttime,0,6.0,3,3.0,0,,0,0,,1979,22900.0,,,yes
41,yes,non-travel,217.39,,2,life sciences,1,1376,5,1,male,27.17,2,1,research scientist,1,,1755.83,4565.17,6,y,no,17,3.0,1,parttime,1,5.0,2,1.0,1,,0,0,1755.83,1982,21070.0,,,yes
40,no,travel_frequently,556.26,,4,,1,1377,2,2,male,69.53,3,2,sales executive,2,,4492.84,11681.39,5,y,no,12,3.0,4,parttime,3,11.359610274579271,2,3.0,0,,0,0,,1983,53914.11,,,no
24,yes,,228.02,,2,life sciences,1,1378,17,4,female,28.5,3,1,laboratory technician,2,,1841.67,4788.33,1,y,no,13,3.0,1,parttime,1,1.0,3,1.0,1,,0,0,1841.67,1999,22100.0,,,yes
42,no,travel_frequently,1360.98,,5,medical,1,1379,26,1,female,170.12,3,3,research director,1,married,10992.5,28580.5,3,y,yes,17,3.0,3,parttime,0,11.359610274579271,6,3.0,1,,0,0,10992.5,1981,131910.0,,,no
49,no,,1973.98,research & development,2,medical,1,1380,4,1,male,246.75,2,5,manager,3,married,15943.72,41453.67,2,y,no,13,,3,fulltime,1,23.0,2,4.0,1,,0,0,,1974,191324.62,manager  -  research & development,,yes
48,no,travel_rarely,290.04,,2,technical degree,1,1381,2,4,male,36.25,4,1,laboratory technician,2,single,2342.59,6090.75,5,y,no,11,3.0,3,parttime,0,7.0,4,2.0,1,,0,0,2342.59,1975,,,,yes
29,no,travel_rarely,556.26,research & development,3,,1,1382,7,3,male,69.53,3,2,healthcare representative,4,,4492.84,11681.39,1,y,no,11,3.0,2,parttime,2,6.0,2,3.0,6,,1,0,4492.84,1994,53914.11,healthcare representative  -  research & development,,yes
48,no,,1884.48,research & development,3,life sciences,1,1383,1,4,male,235.56,2,5,research director,4,single,15220.83,39574.17,6,y,no,12,3.0,3,parttime,0,11.359610274579271,3,4.0,1,,0,0,15220.83,1975,182650.0,research director  -  research & development,,yes
34,no,,290.04,,3,technical degree,1,1384,20,3,female,36.25,4,1,research scientist,3,,2342.59,6090.75,0,y,no,17,3.0,4,parttime,0,2.0,5,2.0,1,,0,0,2342.59,1989,28111.13,,,yes
19,no,,290.04,,3,life sciences,1,1385,25,2,female,36.25,4,1,research scientist,4,single,2342.59,6090.75,1,y,no,12,3.0,4,parttime,0,1.0,2,3.0,1,,0,1,2342.59,2004,28111.13,,,yes
23,no,,290.04,,2,,1,1386,1,4,male,36.25,3,1,research scientist,3,,2342.59,6090.75,1,y,no,22,4.0,4,parttime,1,1.0,2,3.0,1,0.0,0,1,2342.59,2000,28111.13,,,no
25,yes,travel_frequently,115.35,,1,,1,1387,32,3,male,14.42,1,1,sales representative,4,single,93167.0,2422.33,1,y,yes,14,,4,parttime,0,1.0,4,3.0,1,,1,0,93167.0,1998,,,,yes
42,no,,244.73,,4,medical,1,1388,34,2,female,30.59,4,2,research scientist,2,married,1976.67,5139.33,6,y,yes,16,3.0,4,parttime,0,18.0,2,3.0,1,,0,0,,1981,23720.0,,,no
51,no,travel_frequently,292.81,,2,medical,1,1389,6,2,female,36.6,2,1,laboratory technician,3,single,2365.0,6149.0,0,y,no,14,3.0,2,fulltime,0,8.0,6,2.0,7,,7,7,2365.0,1972,28380.0,,,no
45,no,travel_frequently,1863.44,,3,medical,1,1390,25,2,female,232.93,3,5,manager,2,,15050.83,39132.17,3,y,no,22,4.0,3,fulltime,0,22.0,4,3.0,0,,0,0,15050.83,1978,180610.0,,,no
27,no,,290.04,,3,medical,1,1391,11,3,female,36.25,4,1,sales representative,4,married,2342.59,6090.75,8,y,no,14,,2,parttime,1,5.0,4,3.0,1,,0,0,2342.59,1996,28111.13,,,yes
18,no,non-travel,166.21,,3,,1,1392,1,4,female,20.78,3,1,laboratory technician,4,single,1342.5,3490.5,1,y,no,15,3.0,3,parttime,0,0.0,5,4.0,0,,0,0,1342.5,2005,16110.0,,,no
31,yes,travel_frequently,290.04,,3,,1,1393,2,3,female,36.25,2,1,sales representative,4,single,2342.59,6090.75,7,y,no,14,3.0,3,parttime,0,3.0,3,4.0,1,,0,0,2342.59,1992,28111.13,,,yes
31,yes,travel_frequently,290.04,,4,life sciences,1,1394,1,2,female,36.25,1,1,sales representative,3,single,2342.59,6090.75,1,y,no,12,,2,parttime,0,11.359610274579271,3,3.0,1,,0,0,2342.59,1992,28111.13,,,no
31,yes,travel_rarely,290.04,,3,life sciences,1,1395,8,1,female,36.25,2,1,research scientist,2,,2342.59,6090.75,1,y,no,12,3.0,3,parttime,0,11.359610274579271,3,4.0,1,,0,0,2342.59,1992,28111.13,,,no
27,no,travel_rarely,290.04,,1,life sciences,1,1396,11,2,male,36.25,3,1,laboratory technician,1,married,2342.59,6090.75,0,y,no,14,3.0,2,parttime,0,6.0,3,4.0,5,,1,4,2342.59,1996,28111.13,,,no
39,yes,,290.04,,3,,1,1397,2,1,female,36.25,2,1,laboratory technician,1,single,2342.59,6090.75,2,y,yes,23,4.0,2,parttime,0,11.0,2,4.0,1,,0,0,,1984,28111.13,,,yes
44,no,travel_frequently,491.94,,5,marketing,1,1398,1,1,female,61.49,3,2,sales executive,3,married,3973.33,10330.67,7,y,no,12,,3,parttime,1,11.0,4,2.0,1,,0,0,3973.33,1979,47680.0,,,no
30,no,,131.44,research & development,3,,1,1399,25,2,male,16.43,3,1,research scientist,3,,1061.67,2760.33,1,y,no,13,3.0,2,parttime,2,1.0,2,2.0,1,,0,0,,1993,12740.0,research scientist  -  research & development,,no
35,no,travel_rarely,248.03,,1,life sciences,1,1400,26,4,male,31.0,3,1,sales representative,3,,2003.33,5208.67,1,y,no,13,,1,parttime,1,1.0,3,3.0,1,0.0,0,0,2003.33,1988,24040.0,,,yes
24,yes,travel_frequently,290.04,,3,,1,1401,9,2,male,36.25,3,1,laboratory technician,1,,2342.59,6090.75,2,y,no,11,3.0,3,parttime,0,11.359610274579271,2,2.0,0,,0,0,2342.59,1999,28111.13,,,no
24,no,,209.75,,2,,1,1402,13,4,female,26.22,3,1,sales representative,2,married,1694.17,4404.83,1,y,no,13,3.0,3,parttime,1,1.0,2,3.0,1,,0,0,,1999,20330.0,,,yes
28,yes,,264.23,,2,medical,1,1403,2,3,male,33.03,2,1,laboratory technician,1,single,2134.17,5548.83,7,y,no,11,,3,parttime,0,8.0,2,2.0,0,,0,0,,1995,25610.0,,,yes
28,no,travel_rarely,161.26,,3,life sciences,1,1404,1,1,male,20.16,2,1,research scientist,3,,1302.5,3386.5,1,y,no,14,3.0,4,parttime,1,1.0,2,1.0,1,,0,0,,1995,15630.0,,,no
33,no,,659.08,,5,,1,1405,8,4,male,82.38,3,2,healthcare representative,3,,5323.33,13840.67,2,y,no,17,3.0,1,parttime,0,14.0,6,3.0,0,,0,0,5323.33,1990,,,,yes
39,no,travel_rarely,864.19,,3,,1,1406,6,2,female,108.02,3,3,manufacturing director,2,single,6980.0,18148.0,4,y,no,18,,4,parttime,0,9.0,3,3.0,2,,2,2,,1984,83760.0,,,no
42,no,,499.47,,3,medical,1,1407,2,3,male,62.43,2,1,laboratory technician,2,married,4034.17,10488.83,4,y,no,14,,2,fulltime,1,11.359610274579271,3,3.0,1,,0,0,4034.17,1981,48410.0,,,yes
29,no,travel_rarely,290.04,,3,,1,1408,9,3,male,36.25,4,1,research scientist,3,married,2342.59,6090.75,6,y,no,18,3.0,1,parttime,2,11.359610274579271,2,2.0,1,0.0,0,0,2342.59,1994,28111.13,,,no
35,no,travel_rarely,290.04,,3,,1,1409,1,4,male,36.25,2,1,laboratory technician,1,,2342.59,6090.75,1,y,no,19,3.0,2,parttime,0,11.359610274579271,3,3.0,3,,1,2,,1988,28111.13,,,no
35,yes,travel_rarely,213.98,,3,,1,1410,14,1,female,26.75,3,1,laboratory technician,1,,1728.33,4493.67,1,y,no,12,3.0,4,parttime,1,1.0,2,3.0,1,,0,0,1728.33,1988,,,,yes
34,no,,306.63,,4,medical,1,1411,13,1,male,38.33,3,1,research scientist,4,single,2476.67,6439.33,1,y,no,13,3.0,3,fulltime,0,11.359610274579271,4,3.0,1,,0,0,2476.67,1989,29720.0,,,no
26,no,travel_rarely,290.04,,3,,1,1412,3,1,female,36.25,3,1,research scientist,4,,2342.59,6090.75,1,y,no,21,4.0,1,parttime,0,1.0,5,3.0,1,,0,0,,1997,28111.13,,,yes
36,no,travel_rarely,703.13,,4,life sciences,1,1413,1,2,female,87.89,3,2,sales executive,3,single,5679.17,14765.83,6,y,no,13,3.0,1,fulltime,0,11.359610274579271,5,3.0,1,,0,0,5679.17,1987,68150.0,,,yes
50,no,,1973.98,,3,marketing,1,1414,24,2,male,246.75,3,5,manager,3,married,15943.72,41453.67,4,y,yes,16,,3,fulltime,1,11.359610274579271,2,3.0,1,,0,0,15943.72,1973,191324.62,,,no
42,no,travel_rarely,1973.98,,2,,1,1415,9,4,male,246.75,2,5,manager,4,,15943.72,41453.67,8,y,no,22,4.0,4,fulltime,0,24.0,2,3.0,1,,0,1,,1981,191324.62,,,no
35,no,,277.54,,2,life sciences,1,1416,7,3,male,34.69,2,1,laboratory technician,4,,2241.67,5828.33,1,y,no,18,3.0,4,parttime,1,11.359610274579271,5,2.0,1,,0,1,2241.67,1988,,,,no
46,no,travel_rarely,1812.47,,4,life sciences,1,1417,1,4,male,226.56,4,4,manager,1,,14639.17,38061.83,1,y,no,15,3.0,2,fulltime,0,27.0,5,1.0,26,,0,12,,1977,175670.0,,,no
18,yes,travel_frequently,161.88,sales,2,medical,1,1418,3,2,female,20.24,3,1,sales representative,4,single,1307.5,3399.5,1,y,yes,12,3.0,3,parttime,0,0.0,2,4.0,0,,0,0,,2005,15690.0,sales representative  -  sales,,yes
29,no,,431.99,,3,,1,1419,5,1,male,54.0,2,2,sales executive,2,divorced,3489.17,9071.83,1,y,yes,13,,2,parttime,1,10.0,3,2.0,10,,0,9,3489.17,1994,41870.0,,,yes
31,no,,556.26,,4,life sciences,1,1420,5,1,female,69.53,3,2,sales executive,4,,4492.84,11681.39,1,y,no,11,3.0,1,parttime,2,10.0,2,3.0,10,,0,2,4492.84,1992,53914.11,,,yes
41,no,travel_rarely,1032.49,,2,,1,1421,23,4,male,129.06,3,3,sales executive,3,single,8339.32,21682.23,3,y,no,16,3.0,4,parttime,0,21.0,2,3.0,2,,0,2,8339.32,1982,100071.84,,,yes
38,no,travel_rarely,341.1,,2,,1,1422,4,4,female,42.64,3,1,laboratory technician,3,,2755.0,7163.0,7,y,no,19,3.0,4,fulltime,1,7.0,5,3.0,0,,0,0,,1985,33060.0,,,yes
32,yes,travel_rarely,143.72,,4,life sciences,1,1423,2,4,male,17.97,3,1,laboratory technician,2,single,1160.83,3018.17,1,y,no,12,3.0,1,parttime,0,1.0,2,3.0,1,,0,0,,1991,13930.0,,,yes
60,no,,1122.85,,4,,1,1424,1,3,male,140.36,1,3,healthcare representative,4,divorced,9069.17,23579.83,3,y,no,20,4.0,3,fulltime,1,19.0,2,4.0,1,,0,0,9069.17,1963,108830.0,,,no
24,yes,,290.04,,1,,1,1425,22,4,male,36.25,1,1,human resources,3,married,2342.59,6090.75,1,y,no,11,,3,parttime,1,1.0,2,3.0,1,,0,0,2342.59,1999,,,,yes
40,no,travel_rarely,556.26,,2,life sciences,1,1426,8,2,female,69.53,3,2,manufacturing director,1,,4492.84,11681.39,2,y,yes,16,3.0,2,parttime,1,18.0,3,3.0,1,,0,0,,1983,53914.11,,,yes
30,no,travel_rarely,295.29,,1,,1,1427,21,2,male,36.91,3,1,research scientist,4,married,2385.0,6201.0,1,y,no,12,3.0,2,parttime,1,10.0,2,2.0,10,,0,8,2385.0,1993,,,,yes
47,no,non-travel,556.26,,4,marketing,1,1428,2,3,male,69.53,3,2,sales executive,2,,4492.84,11681.39,7,y,no,11,3.0,4,parttime,1,4.0,3,1.0,1,,0,0,4492.84,1976,53914.11,,,yes
32,yes,travel_rarely,694.88,sales,2,,1,1429,1,1,male,86.86,1,2,sales executive,2,single,5612.5,14592.5,6,y,no,15,3.0,2,fulltime,0,10.0,2,3.0,0,,0,0,5612.5,1991,67350.0,sales executive  -  sales,,no
45,no,travel_rarely,1006.57,,3,life sciences,1,1430,41,4,female,125.82,1,3,human resources,3,married,8130.0,21138.0,4,y,no,21,4.0,3,parttime,2,9.0,2,4.0,5,,0,3,,1978,97560.0,,,yes
34,no,,290.04,,4,,1,1431,2,4,male,36.25,4,1,research scientist,4,married,2342.59,6090.75,0,y,yes,14,3.0,1,parttime,3,6.0,3,3.0,5,,1,2,2342.59,1989,28111.13,,,no
33,yes,,1032.49,,3,,1,1432,16,1,female,129.06,3,3,sales executive,1,,8339.32,21682.23,2,y,yes,20,4.0,3,parttime,0,11.359610274579271,2,2.0,0,,0,0,8339.32,1990,100071.84,,,yes
31,yes,travel_rarely,1032.49,,4,,1,1433,16,1,male,129.06,3,3,sales executive,3,married,8339.32,21682.23,2,y,no,13,3.0,1,parttime,3,11.359610274579271,2,3.0,1,,0,0,8339.32,1992,,,,yes
29,no,travel_rarely,290.04,,3,technical degree,1,1434,4,4,female,36.25,2,1,research scientist,1,divorced,2342.59,6090.75,1,y,no,13,3.0,3,parttime,1,11.359610274579271,2,3.0,1,,0,0,,1994,28111.13,,,yes
30,no,,546.21,,3,,1,1435,16,3,male,68.28,4,2,healthcare representative,3,married,4411.67,11470.33,3,y,no,16,3.0,3,parttime,1,10.0,3,3.0,7,,1,7,4411.67,1993,52940.0,,,no
38,no,travel_rarely,556.26,,3,medical,1,1436,18,2,male,69.53,1,2,healthcare representative,4,married,4492.84,11681.39,3,y,no,16,3.0,3,parttime,1,11.359610274579271,2,3.0,1,,1,0,,1985,53914.11,,,yes
43,yes,,251.44,,3,technical degree,1,1437,17,3,male,31.43,2,1,research scientist,3,,2030.83,5280.17,9,y,yes,16,3.0,4,parttime,1,6.0,4,3.0,1,,0,0,2030.83,1980,24370.0,,,no
55,no,travel_rarely,1973.98,,3,,1,1438,44,3,male,246.75,2,5,research director,1,married,15943.72,41453.67,8,y,no,12,3.0,2,fulltime,3,34.0,2,3.0,1,,0,0,,1968,191324.62,,,no
21,yes,,290.04,,1,marketing,1,1439,7,2,male,36.25,3,1,sales representative,2,single,2342.59,6090.75,1,y,no,13,3.0,2,parttime,0,11.359610274579271,3,3.0,1,,1,0,2342.59,2002,,,,yes
22,yes,travel_rarely,290.04,,1,medical,1,1440,45,3,female,36.25,3,1,laboratory technician,1,,2342.59,6090.75,1,y,yes,17,3.0,3,parttime,0,1.0,6,3.0,1,,0,0,2342.59,2001,28111.13,,,yes
37,no,travel_rarely,420.02,,2,other,1,1441,8,3,male,52.5,3,2,human resources,2,divorced,3392.5,8820.5,2,y,no,13,3.0,3,parttime,0,19.0,4,2.0,10,,4,7,,1986,40710.0,,,yes
42,no,travel_rarely,556.26,,3,,1,1442,13,2,male,69.53,4,2,healthcare representative,1,married,4492.84,11681.39,5,y,no,18,,3,parttime,2,10.0,2,2.0,0,,0,0,4492.84,1981,53914.11,,,no
18,no,,290.04,,3,,1,1443,14,2,female,36.25,3,1,research scientist,3,single,2342.59,6090.75,1,y,no,16,3.0,3,parttime,0,0.0,4,1.0,0,,0,0,2342.59,2005,,,,yes
31,yes,travel_rarely,304.98,,5,human resources,1,1444,18,4,male,38.12,4,1,human resources,1,married,2463.33,6404.67,0,y,no,17,3.0,3,fulltime,0,2.0,4,3.0,1,,0,0,2463.33,1992,29560.0,,,yes
36,no,travel_rarely,556.26,,4,,1,1445,2,4,female,69.53,3,2,research scientist,2,,4492.84,11681.39,4,y,yes,22,4.0,4,parttime,1,11.359610274579271,2,3.0,1,,0,0,,1987,53914.11,,,yes
32,no,travel_frequently,479.56,,4,marketing,1,1446,10,4,male,59.94,3,2,sales executive,4,,3873.33,10070.67,8,y,no,13,3.0,3,parttime,0,11.359610274579271,2,4.0,0,,0,0,3873.33,1991,46480.0,,,yes
29,no,,556.26,,1,life sciences,1,1447,29,4,male,69.53,1,2,healthcare representative,3,divorced,4492.84,11681.39,8,y,no,17,,4,parttime,2,11.0,3,3.0,7,,1,6,,1994,53914.11,,,no
42,no,travel_rarely,290.04,,3,,1,1448,8,4,male,36.25,3,1,laboratory technician,3,,2342.59,6090.75,4,y,no,13,,4,parttime,0,11.359610274579271,3,3.0,0,,0,0,2342.59,1981,28111.13,,,yes
29,no,travel_rarely,289.3,,1,,1,1449,6,4,male,36.16,2,1,human resources,2,married,2336.67,6075.33,1,y,no,11,3.0,4,parttime,0,11.359610274579271,3,3.0,1,,0,0,2336.67,1994,28040.0,,,yes
29,yes,,251.64,,2,,1,1450,24,4,male,31.46,2,1,research scientist,4,,2032.5,5284.5,1,y,yes,24,,2,parttime,0,1.0,3,2.0,1,,1,0,2032.5,1994,24390.0,,,no
28,no,travel_rarely,294.67,sales,3,medical,1,1451,3,2,female,36.83,3,1,sales representative,2,,2380.0,6188.0,1,y,no,19,3.0,4,parttime,1,1.0,3,3.0,1,,0,0,2380.0,1995,,sales representative  -  sales,,yes
30,yes,,290.04,,3,,1,1452,9,2,male,36.25,3,1,sales representative,4,,2342.59,6090.75,1,y,no,13,3.0,3,parttime,0,11.359610274579271,3,2.0,1,,0,0,2342.59,1993,,,,no
22,yes,travel_rarely,290.04,research & development,1,life sciences,1,1453,7,4,male,36.25,3,1,research scientist,2,single,2342.59,6090.75,1,y,no,23,4.0,1,parttime,0,1.0,2,3.0,1,,0,0,2342.59,2001,,research scientist  -  research & development,,yes
26,no,,302.61,,2,life sciences,1,1454,1,2,female,37.83,2,1,research scientist,3,,2444.17,6354.83,1,y,yes,13,3.0,3,fulltime,1,1.0,3,2.0,1,,1,0,2444.17,1997,29330.0,,,no
44,no,travel_rarely,556.26,,4,,1,1455,1,2,male,69.53,4,2,healthcare representative,1,,4492.84,11681.39,2,y,no,15,3.0,4,parttime,1,10.0,5,3.0,2,0.0,2,2,4492.84,1979,53914.11,,,yes
29,yes,travel_frequently,112.56,sales,3,technical degree,1,1456,24,3,male,14.07,4,1,sales representative,1,single,909.17,2363.83,1,y,no,17,3.0,4,parttime,0,1.0,3,3.0,1,,0,0,,1994,10910.0,sales representative  -  sales,,yes
28,yes,travel_rarely,556.26,,2,marketing,1,1457,13,4,female,69.53,3,2,sales executive,3,,4492.84,11681.39,3,y,yes,11,3.0,4,parttime,0,6.0,0,3.0,2,,2,2,4492.84,1995,53914.11,,,yes
56,no,travel_rarely,556.26,,5,,1,1458,11,4,female,69.53,2,2,sales executive,1,married,4492.84,11681.39,4,y,no,16,3.0,3,parttime,1,11.359610274579271,3,3.0,0,,0,0,4492.84,1967,53914.11,,,yes
39,no,travel_rarely,531.45,,2,,1,1459,9,1,male,66.43,3,2,manufacturing director,1,married,4292.5,11160.5,1,y,no,25,4.0,4,parttime,1,10.0,3,3.0,10,,7,9,,1984,51510.0,,,yes
58,no,,1582.77,,3,,1,1460,21,4,female,197.85,3,4,manager,4,,12783.92,33238.2,4,y,yes,13,3.0,3,fulltime,1,11.359610274579271,2,2.0,1,,0,0,,1965,153407.07,,,yes
42,no,travel_rarely,556.26,sales,4,marketing,1,1461,12,2,male,69.53,3,2,sales executive,4,divorced,4492.84,11681.39,3,y,no,12,,3,parttime,2,14.0,4,3.0,0,,0,0,,1981,53914.11,sales executive  -  sales,,no
27,yes,,295.39,,3,,1,1462,22,1,female,36.92,2,1,human resources,2,married,2385.83,6203.17,1,y,no,12,3.0,1,fulltime,0,11.359610274579271,2,3.0,1,,0,0,2385.83,1996,28630.0,,,no
38,no,travel_rarely,294.87,,3,,1,1463,1,1,male,36.86,2,1,sales representative,1,single,2381.67,6192.33,4,y,no,14,3.0,1,parttime,0,20.0,3,2.0,1,,0,0,2381.67,1985,,,,yes
32,no,,556.26,,4,life sciences,1,1464,5,4,male,69.53,2,2,manufacturing director,4,,4492.84,11681.39,8,y,no,24,4.0,2,parttime,0,11.359610274579271,1,3.0,1,,0,0,4492.84,1991,53914.11,,,yes
31,no,,116.48,,1,medical,1,1465,2,4,female,14.56,1,1,laboratory technician,4,,94083.0,2446.17,1,y,no,11,3.0,3,parttime,3,11.359610274579271,4,3.0,1,,0,0,94083.0,1992,11290.0,,,yes
25,no,travel_rarely,290.04,,3,,1,1466,2,3,female,36.25,3,1,human resources,2,,2342.59,6090.75,4,y,no,14,3.0,3,parttime,0,6.0,3,3.0,2,,1,2,2342.59,1998,28111.13,,,no
40,no,,290.04,research & development,4,,1,1467,44,1,male,36.25,3,1,laboratory technician,4,married,2342.59,6090.75,8,y,no,19,3.0,3,parttime,2,8.0,3,2.0,1,,0,0,2342.59,1983,28111.13,laboratory technician  -  research & development,,yes
39,no,non-travel,2004.79,,3,,1,1468,9,4,male,250.6,3,5,manager,4,,16192.5,42100.5,2,y,no,13,3.0,3,fulltime,0,11.359610274579271,3,2.0,6,,1,3,16192.5,1984,194310.0,,,no
23,yes,,290.04,,3,,1,1469,9,4,male,36.25,3,1,sales representative,1,married,2342.59,6090.75,1,y,no,19,3.0,1,parttime,1,11.359610274579271,3,3.0,1,,1,0,2342.59,2000,,,,no
35,no,travel_rarely,1032.49,,4,life sciences,1,1470,26,3,female,129.06,3,3,human resources,4,single,8339.32,21682.23,1,y,yes,16,3.0,3,parttime,0,11.359610274579271,2,3.0,9,,1,7,8339.32,1988,100071.84,,,no
34,no,travel_rarely,238.13,,2,technical degree,1,1471,7,2,male,29.77,3,1,sales representative,3,,1923.33,5000.67,0,y,yes,25,4.0,2,parttime,1,12.0,4,3.0,11,,5,7,1923.33,1989,23080.0,,,yes
28,no,non-travel,221.21,,3,medical,1,1472,16,3,male,27.65,3,1,research scientist,3,single,1786.67,4645.33,1,y,no,14,3.0,3,parttime,0,5.0,3,2.0,5,,1,4,,1995,21440.0,,,no
29,no,,554.36,,3,life sciences,1,1473,1,1,male,69.29,3,2,healthcare representative,1,married,4477.5,11641.5,0,y,no,12,3.0,1,parttime,1,6.0,5,2.0,5,,0,2,4477.5,1994,53730.0,,,no
58,yes,travel_rarely,1032.49,,4,medical,1,1474,23,4,female,129.06,3,3,healthcare representative,4,married,8339.32,21682.23,1,y,no,12,3.0,4,parttime,1,40.0,3,2.0,40,,15,6,8339.32,1965,100071.84,,,yes
38,no,,1032.49,,3,life sciences,1,1475,3,1,male,129.06,3,3,sales executive,3,divorced,8339.32,21682.23,0,y,no,12,3.0,3,parttime,2,11.359610274579271,6,2.0,16,,5,13,,1985,100071.84,,,yes
29,no,travel_frequently,1032.49,,1,,1,1476,1,2,female,129.06,3,3,sales executive,4,married,8339.32,21682.23,1,y,no,14,3.0,4,parttime,1,11.0,5,3.0,11,,4,1,,1994,100071.84,,,yes
55,no,travel_rarely,1964.96,,3,medical,1,1477,1,4,male,245.62,3,5,manager,1,single,15870.83,41264.17,0,y,no,14,3.0,3,parttime,0,37.0,2,3.0,36,,4,13,15870.83,1968,190450.0,,,yes
41,no,,1652.34,,4,,1,1478,2,4,male,206.54,3,4,manager,2,,13345.83,34699.17,1,y,no,19,3.0,2,fulltime,0,11.359610274579271,2,3.0,22,,0,4,,1982,160150.0,,,yes
39,no,travel_rarely,991.82,research & development,3,,1,1479,1,3,male,123.98,4,3,healthcare representative,4,,8010.83,20828.17,0,y,no,17,,1,parttime,3,19.0,5,2.0,18,,3,7,8010.83,1984,,healthcare representative  -  research & development,,yes
38,no,,1187.54,,2,life sciences,1,1480,15,3,male,148.44,2,3,research director,4,,9591.67,24938.33,0,y,no,14,3.0,2,fulltime,1,11.359610274579271,3,3.0,11,,2,9,,1985,115100.0,,,yes
43,no,,1582.77,,3,,1,1481,12,1,male,197.85,2,4,research director,2,,12783.92,33238.2,1,y,no,11,3.0,3,parttime,1,11.359610274579271,3,3.0,25,,3,9,12783.92,1980,,,,yes
31,no,,444.27,,2,,1,1482,7,2,female,55.53,3,2,manufacturing director,1,married,3588.33,9329.67,1,y,no,12,3.0,2,parttime,1,13.0,5,1.0,13,,3,12,3588.33,1992,43060.0,,,yes
50,no,travel_rarely,1758.71,research & development,4,life sciences,1,1483,29,2,male,219.84,2,4,manager,3,married,14205.0,36933.0,0,y,no,15,3.0,2,fulltime,1,28.0,2,3.0,27,,15,7,14205.0,1973,170460.0,manager  -  research & development,,yes
33,no,non-travel,290.04,sales,1,life sciences,1,1484,8,2,female,36.25,2,1,sales representative,4,,2342.59,6090.75,0,y,no,19,3.0,4,parttime,0,11.359610274579271,2,2.0,2,,2,2,2342.59,1990,28111.13,sales representative  -  sales,,no
26,yes,,210.68,,3,life sciences,1,1485,2,1,male,26.34,3,1,research scientist,1,married,1701.67,4424.33,6,y,no,14,3.0,2,parttime,1,6.0,2,3.0,3,,1,2,1701.67,1997,,,,yes
38,no,travel_frequently,291.06,,4,,1,1486,3,3,male,36.38,3,1,research scientist,3,,2350.83,6112.17,3,y,no,16,3.0,1,fulltime,1,8.0,2,3.0,2,,2,2,2350.83,1985,28210.0,,,no
46,no,,1973.98,,4,medical,1,1487,1,4,male,246.75,3,5,research director,4,,15943.72,41453.67,9,y,no,17,3.0,4,parttime,2,23.0,0,3.0,2,,2,2,15943.72,1977,191324.62,,,yes
21,no,,213.57,,1,,1,1488,25,4,female,26.7,2,1,research scientist,2,single,1725.0,4485.0,1,y,yes,11,3.0,3,parttime,0,2.0,6,4.0,2,,2,2,,2002,20700.0,,,yes
